,cell_cycle_num,Position_n,Cell_ID,len_G1,Strain,Birth frame,Birth vol fl,Div frame,Div vol fl
0,1,Position_1,1,8.0,MMY,20.0,59.20890874548513,,
1,1,Position_1,2,,MMY,,,,
2,1,Position_1,3,,MMY,,,,
3,1,Position_1,4,,MMY,,,,
4,1,Position_1,5,11.0,MMY,8.0,62.510934807807125,,
5,1,Position_1,6,,MMY,,,,
6,1,Position_1,7,22.0,MMY,33.0,54.256382353088895,,
7,1,Position_1,8,11.0,MMY,35.0,43.78483442768295,,
8,1,Position_1,9,22.0,MMY,45.0,50.33208132648643,,
9,1,Position_1,10,10.0,MMY,48.0,55.70370178223891,,
10,1,Position_1,11,19.0,MMY,55.0,52.01880758129898,,
11,1,Position_1,12,17.0,MMY,54.0,56.03918587652237,,
12,1,Position_1,13,9.0,MMY,62.0,49.407698328024594,,
13,1,Position_1,14,9.0,MMY,64.0,42.54723345769924,,
14,1,Position_1,15,21.0,MMY,72.0,40.04169083276843,,
15,1,Position_1,16,10.0,MMY,72.0,51.82924221152551,,
16,1,Position_1,17,12.0,MMY,79.0,49.36568946913324,,
17,1,Position_1,18,19.0,MMY,77.0,50.01655943526698,,
18,1,Position_1,19,,MMY,84.0,49.908009268718125,,
19,1,Position_1,20,11.0,MMY,81.0,36.64772547854786,,
20,1,Position_1,21,,MMY,83.0,38.20892157573831,,
21,1,Position_1,22,14.0,MMY,84.0,41.77613628659734,,
22,1,Position_1,23,,MMY,104.0,81.9434094400999,,
23,1,Position_1,24,14.0,MMY,89.0,44.40314380992687,,
24,1,Position_1,25,,MMY,91.0,38.76689203751734,,
25,1,Position_1,26,,MMY,91.0,46.36705064470404,,
26,1,Position_1,27,,MMY,101.0,51.303423939128685,,
27,1,Position_1,29,,MMY,101.0,55.24127681128272,,
28,1,Position_1,30,,MMY,100.0,47.549299836476486,,
29,1,Position_1,31,,MMY,101.0,64.8045960148566,,
30,1,Position_1,32,,MMY,103.0,48.35065952569502,,
31,1,Position_1,34,,MMY,104.0,43.10455317614596,,
32,1,Position_1,36,,MMY,104.0,36.1938624946151,,
33,1,Position_12,1,,CCR4DEL,8.0,124.49849459171747,,
34,1,Position_12,2,,CCR4DEL,,,,
35,1,Position_12,3,,CCR4DEL,,,,
36,1,Position_12,4,,CCR4DEL,12.0,97.73136485837578,,
37,1,Position_12,5,,CCR4DEL,53.0,183.76338433527485,,
38,1,Position_12,6,51.0,CCR4DEL,40.0,89.32844898769149,,
39,1,Position_12,7,57.0,CCR4DEL,71.0,126.722853021998,,
40,1,Position_12,8,35.0,CCR4DEL,93.0,91.76798673966832,,
41,1,Position_12,10,12.0,CCR4DEL,116.0,95.7314939418163,,
42,1,Position_13,1,,CCR4DEL,21.0,121.47432693724863,,
43,1,Position_13,2,,CCR4DEL,,,,
44,1,Position_13,6,,CCR4DEL,,,,
45,1,Position_13,7,37.0,CCR4DEL,2.0,45.79512699875961,,
46,1,Position_13,8,,CCR4DEL,,,,
47,1,Position_13,9,,CCR4DEL,5.0,90.81522872564388,,
48,1,Position_13,10,,CCR4DEL,,,,
49,1,Position_13,11,,CCR4DEL,17.0,94.2933722265724,,
50,1,Position_13,12,,CCR4DEL,,,,
51,1,Position_13,13,,CCR4DEL,,,,
52,1,Position_13,14,9.0,CCR4DEL,19.0,62.6153322448673,,
53,1,Position_13,15,18.0,CCR4DEL,35.0,82.77894350548442,,
54,1,Position_13,16,43.0,CCR4DEL,41.0,120.61936265850731,,
55,1,Position_13,18,16.0,CCR4DEL,41.0,78.43961542135062,,
56,1,Position_13,19,25.0,CCR4DEL,47.0,76.04664215007023,,
57,1,Position_13,21,25.0,CCR4DEL,39.0,44.13212575457597,,
58,1,Position_13,22,41.0,CCR4DEL,43.0,61.00609782053235,,
59,1,Position_13,23,,CCR4DEL,60.0,92.68207759020014,,
60,1,Position_13,24,,CCR4DEL,67.0,57.20397553404828,,
61,1,Position_13,25,,CCR4DEL,55.0,47.30232105301073,,
62,1,Position_13,26,13.0,CCR4DEL,67.0,51.5836967737995,,
63,1,Position_13,27,4.0,CCR4DEL,69.0,46.24500281921976,,
64,1,Position_13,28,26.0,CCR4DEL,64.0,77.36072491610302,,
65,1,Position_13,29,15.0,CCR4DEL,64.0,57.44489128204666,,
66,1,Position_13,30,,CCR4DEL,69.0,36.925624830653554,,
67,1,Position_13,31,,CCR4DEL,71.0,59.66909512062277,,
68,1,Position_13,32,,CCR4DEL,77.0,58.8243239346156,,
69,1,Position_13,33,13.0,CCR4DEL,72.0,27.217425602332938,,
70,1,Position_13,36,,CCR4DEL,86.0,60.39223498557269,,
71,1,Position_13,38,,CCR4DEL,88.0,35.7564738820224,,
72,1,Position_13,42,,CCR4DEL,89.0,42.50136049324375,,
73,1,Position_14,1,,CCR4DEL,,,,
74,1,Position_14,2,,CCR4DEL,,,,
75,1,Position_14,3,75.0,CCR4DEL,43.0,267.16122655307913,,
76,1,Position_14,4,,CCR4DEL,28.0,307.48867281079083,,
77,1,Position_15,1,20.0,CCR4DEL,5.0,61.60760912577173,,
78,1,Position_15,2,,CCR4DEL,,,,
79,1,Position_15,3,,CCR4DEL,,,,
80,1,Position_15,4,58.0,CCR4DEL,13.0,61.76577746681362,,
81,1,Position_15,5,,CCR4DEL,,,,
82,1,Position_15,6,29.0,CCR4DEL,23.0,79.89134278467097,,
83,1,Position_15,7,9.0,CCR4DEL,40.0,63.57311133383282,,
84,1,Position_15,8,,CCR4DEL,40.0,74.43737972597138,,
85,1,Position_15,9,24.0,CCR4DEL,45.0,57.094531283475135,,
86,1,Position_15,10,20.0,CCR4DEL,61.0,84.48706482461074,,
87,1,Position_15,11,19.0,CCR4DEL,62.0,53.33158757671,,
88,1,Position_15,12,,CCR4DEL,61.0,53.63600010039047,,
89,1,Position_15,13,10.0,CCR4DEL,74.0,61.6245547730834,,
90,1,Position_15,14,,CCR4DEL,69.0,85.79022337292683,,
91,1,Position_15,15,24.0,CCR4DEL,70.0,50.0551322064388,,
92,1,Position_15,16,5.0,CCR4DEL,94.0,104.3414034659324,,
93,1,Position_15,17,11.0,CCR4DEL,101.0,102.8385180225614,,
94,1,Position_15,18,,CCR4DEL,89.0,63.726584483109406,,
95,1,Position_15,19,,CCR4DEL,96.0,109.71407961687746,,
96,1,Position_15,20,20.0,CCR4DEL,86.0,34.1496992336336,,
97,1,Position_15,21,,CCR4DEL,101.0,55.5681286652492,,
98,1,Position_15,22,3.0,CCR4DEL,109.0,89.17673193694239,,
99,1,Position_15,23,,CCR4DEL,108.0,57.93325277718802,,
100,1,Position_15,24,,CCR4DEL,103.0,95.22893446090832,,
101,1,Position_15,27,,CCR4DEL,104.0,65.56833968889015,,
102,1,Position_15,29,,CCR4DEL,104.0,27.060949914456565,,
103,1,Position_15,30,,CCR4DEL,119.0,67.58338274546931,,
104,1,Position_15,32,,CCR4DEL,119.0,63.44305492039664,,
105,1,Position_15,34,,CCR4DEL,113.0,35.07177688508323,,
106,1,Position_16,1,14.0,WHI5DEL,3.0,38.122913805696406,,
107,1,Position_16,2,,WHI5DEL,,,,
108,1,Position_16,3,,WHI5DEL,,,,
109,1,Position_16,4,10.0,WHI5DEL,11.0,33.40139331468053,,
110,1,Position_16,5,10.0,WHI5DEL,47.0,50.46563373461591,,
111,1,Position_16,6,14.0,WHI5DEL,39.0,25.533459545098147,,
112,1,Position_16,7,13.0,WHI5DEL,44.0,24.123055829694007,,
113,1,Position_16,8,8.0,WHI5DEL,49.0,27.926110079941875,,
114,1,Position_16,9,9.0,WHI5DEL,74.0,31.80697088423504,,
115,1,Position_16,10,6.0,WHI5DEL,78.0,43.219155854684494,,
116,1,Position_16,11,,WHI5DEL,82.0,22.11880051335171,,
117,1,Position_16,12,,WHI5DEL,82.0,43.49366866120874,,
118,1,Position_16,13,14.0,WHI5DEL,86.0,28.066103712400743,,
119,1,Position_16,14,15.0,WHI5DEL,92.0,30.823932916381725,,
120,1,Position_16,15,16.0,WHI5DEL,86.0,26.047833964059524,,
121,1,Position_16,16,,WHI5DEL,87.0,31.222236711868664,,
122,1,Position_16,19,,WHI5DEL,104.0,24.63245874777208,,
123,1,Position_17,1,5.0,WHI5DEL,6.0,45.89024362071242,,
124,1,Position_17,2,,WHI5DEL,,,,
125,1,Position_17,3,,WHI5DEL,,,,
126,1,Position_17,4,5.0,WHI5DEL,10.0,52.79098631882495,,
127,1,Position_17,5,,WHI5DEL,,,,
128,1,Position_17,6,6.0,WHI5DEL,8.0,47.61118968256876,,
129,1,Position_17,7,11.0,WHI5DEL,7.0,28.90832353310765,,
130,1,Position_17,8,,WHI5DEL,,,,
131,1,Position_17,9,7.0,WHI5DEL,33.0,74.35267112847868,,
132,1,Position_17,10,12.0,WHI5DEL,32.0,31.373673865835844,,
133,1,Position_17,11,4.0,WHI5DEL,30.0,47.272131254550345,,
134,1,Position_17,12,8.0,WHI5DEL,32.0,46.89770050395154,,
135,1,Position_17,13,7.0,WHI5DEL,40.0,74.84601795161905,,
136,1,Position_17,14,4.0,WHI5DEL,39.0,60.81858721005718,,
137,1,Position_17,15,7.0,WHI5DEL,31.0,40.06636089869303,,
138,1,Position_17,16,13.0,WHI5DEL,35.0,29.64375312535777,,
139,1,Position_17,17,4.0,WHI5DEL,51.0,49.1057587811736,,
140,1,Position_17,18,8.0,WHI5DEL,51.0,32.1438480297303,,
141,1,Position_17,19,,WHI5DEL,57.0,35.73251376306288,,
142,1,Position_17,20,8.0,WHI5DEL,55.0,45.5921145213064,,
143,1,Position_17,21,,WHI5DEL,62.0,60.71880145256686,,
144,1,Position_17,22,,WHI5DEL,59.0,34.07117149191973,,
145,1,Position_17,23,,WHI5DEL,63.0,49.00498479171674,,
146,1,Position_17,24,5.0,WHI5DEL,58.0,48.98919926436841,,
147,1,Position_17,25,,WHI5DEL,56.0,51.89639089972172,,
148,1,Position_17,26,,WHI5DEL,59.0,46.267367243814114,,
149,1,Position_17,27,,WHI5DEL,61.0,41.88292756450081,,
150,1,Position_17,28,,WHI5DEL,60.0,44.30595384584751,,
151,1,Position_17,29,2.0,WHI5DEL,60.0,41.49341461021902,,
152,1,Position_17,30,,WHI5DEL,59.0,30.49716102392973,,
153,1,Position_17,31,,WHI5DEL,61.0,36.09479256168787,,
154,1,Position_18,1,,WHI5DEL,,,,
155,1,Position_18,2,,WHI5DEL,,,,
156,1,Position_18,3,12.0,WHI5DEL,7.0,56.28084292044268,,
157,1,Position_18,4,12.0,WHI5DEL,2.0,48.66136581227594,,
158,1,Position_18,5,,WHI5DEL,61.0,49.496652177325736,,
159,1,Position_18,6,34.0,WHI5DEL,59.0,31.590856188170484,,
160,1,Position_18,7,14.0,WHI5DEL,40.0,58.48950319244185,,
161,1,Position_18,8,17.0,WHI5DEL,42.0,35.178671862041135,,
162,1,Position_18,9,8.0,WHI5DEL,77.0,55.45858154969522,,
163,1,Position_18,10,18.0,WHI5DEL,70.0,34.15210314166849,,
164,1,Position_18,11,19.0,WHI5DEL,72.0,35.02402309260928,,
165,1,Position_18,12,17.0,WHI5DEL,74.0,27.007888786840343,,
166,1,Position_18,13,8.0,WHI5DEL,101.0,34.49279925623494,,
167,1,Position_18,14,7.0,WHI5DEL,106.0,48.93775100565352,,
168,1,Position_18,15,12.0,WHI5DEL,104.0,48.38556128887818,,
169,1,Position_18,16,7.0,WHI5DEL,108.0,37.88760801058645,,
170,1,Position_18,17,7.0,WHI5DEL,106.0,33.00986367707888,,
171,1,Position_18,18,13.0,WHI5DEL,106.0,31.49194629091102,,
172,1,Position_18,19,13.0,WHI5DEL,110.0,31.65565522433328,,
173,1,Position_18,20,13.0,WHI5DEL,112.0,34.52912871614506,,
174,1,Position_18,21,,WHI5DEL,131.0,31.154605824906373,,
175,1,Position_18,22,,WHI5DEL,121.0,38.2954463781724,,
176,1,Position_18,23,,WHI5DEL,131.0,46.6330118244409,,
177,1,Position_18,24,,WHI5DEL,127.0,31.17726412159836,,
178,1,Position_18,25,,WHI5DEL,131.0,32.21406296721985,,
179,1,Position_18,27,,WHI5DEL,126.0,29.62661426677794,,
180,1,Position_18,28,6.0,WHI5DEL,131.0,38.49303272563734,,
181,1,Position_18,29,,WHI5DEL,133.0,42.2684674917627,,
182,1,Position_18,31,,WHI5DEL,128.0,26.852017562439904,,
183,1,Position_18,36,,WHI5DEL,136.0,34.72959771924313,,
184,1,Position_18,38,,WHI5DEL,137.0,32.11905943437319,,
185,1,Position_18,40,,WHI5DEL,136.0,30.6178558293494,,
186,1,Position_2,1,,MMY,,,,
187,1,Position_2,2,,MMY,,,,
188,1,Position_2,3,,MMY,,,,
189,1,Position_2,4,24.0,MMY,12.0,32.4461641360815,,
190,1,Position_2,5,20.0,MMY,6.0,33.28753385262033,,
191,1,Position_2,6,,MMY,,,,
192,1,Position_2,7,7.0,MMY,14.0,40.05251562944,,
193,1,Position_2,8,11.0,MMY,4.0,51.92511614816979,,
194,1,Position_2,9,,MMY,,,,
195,1,Position_2,10,,MMY,,,,
196,1,Position_2,11,,MMY,,,,
197,1,Position_2,12,,MMY,,,,
198,1,Position_2,13,27.0,MMY,21.0,26.50172005292649,,
199,1,Position_2,14,15.0,MMY,22.0,41.24284301012515,,
200,1,Position_2,15,15.0,MMY,28.0,35.983192841940166,,
201,1,Position_2,16,10.0,MMY,25.0,58.19651326598858,,
202,1,Position_2,17,5.0,MMY,31.0,57.26897501685948,,
203,1,Position_2,18,14.0,MMY,32.0,45.63390107772234,,
204,1,Position_2,19,21.0,MMY,33.0,30.863848980191605,,
205,1,Position_2,20,,MMY,44.0,40.940783130651305,,
206,1,Position_2,21,,MMY,42.0,31.694107424515373,,
207,1,Position_2,22,13.0,MMY,38.0,39.45181771873769,,
208,1,Position_2,24,,MMY,43.0,52.1067640738556,,
209,1,Position_2,25,,MMY,46.0,28.73855159137327,,
210,1,Position_2,26,,MMY,47.0,32.59020023094051,,
211,1,Position_2,27,,MMY,45.0,45.2018632349423,,
212,1,Position_2,28,,MMY,52.0,56.19221988549432,,
213,1,Position_2,29,,MMY,53.0,30.72173161321038,,
214,1,Position_2,30,,MMY,53.0,24.45314609122021,,
215,1,Position_24,1,12.0,WHI5_BCK2_DD,2.0,56.29857305291938,,
216,1,Position_24,2,,WHI5_BCK2_DD,,,,
217,1,Position_24,3,,WHI5_BCK2_DD,,,,
218,1,Position_24,4,,WHI5_BCK2_DD,,,,
219,1,Position_24,5,5.0,WHI5_BCK2_DD,20.0,69.03854696905137,,
220,1,Position_24,6,12.0,WHI5_BCK2_DD,26.0,52.03751359854094,,
221,1,Position_24,7,10.0,WHI5_BCK2_DD,28.0,56.2227824412905,,
222,1,Position_24,8,17.0,WHI5_BCK2_DD,33.0,44.26544999499093,,
223,1,Position_24,9,11.0,WHI5_BCK2_DD,44.0,49.316758349274544,,
224,1,Position_24,10,6.0,WHI5_BCK2_DD,39.0,63.95604057077404,,
225,1,Position_24,11,3.0,WHI5_BCK2_DD,51.0,87.45747133955504,,
226,1,Position_24,12,11.0,WHI5_BCK2_DD,52.0,36.384493694688594,,
227,1,Position_24,13,18.0,WHI5_BCK2_DD,55.0,37.005013485989885,,
228,1,Position_24,14,4.0,WHI5_BCK2_DD,68.0,73.551850846599,,
229,1,Position_24,15,11.0,WHI5_BCK2_DD,60.0,50.29032856065678,,
230,1,Position_24,16,10.0,WHI5_BCK2_DD,63.0,38.7675750439911,,
231,1,Position_24,17,12.0,WHI5_BCK2_DD,69.0,39.42387608747186,,
232,1,Position_24,18,5.0,WHI5_BCK2_DD,62.0,46.69543340337695,,
233,1,Position_24,19,7.0,WHI5_BCK2_DD,66.0,49.85097947583673,,
234,1,Position_24,20,9.0,WHI5_BCK2_DD,75.0,53.7119091447863,,
235,1,Position_24,21,,WHI5_BCK2_DD,75.0,35.514306432841884,,
236,1,Position_24,22,5.0,WHI5_BCK2_DD,73.0,60.54550133329131,,
237,1,Position_24,23,7.0,WHI5_BCK2_DD,75.0,38.12754433321279,,
238,1,Position_24,24,,WHI5_BCK2_DD,81.0,48.91416783287948,,
239,1,Position_24,25,,WHI5_BCK2_DD,82.0,42.00100864265685,,
240,1,Position_24,27,,WHI5_BCK2_DD,83.0,56.82543058921735,,
241,1,Position_25,3,,WHI5_BCK2_DD,,,,
242,1,Position_25,4,9.0,WHI5_BCK2_DD,2.0,54.48383008078462,,
243,1,Position_25,5,,WHI5_BCK2_DD,,,,
244,1,Position_25,6,,WHI5_BCK2_DD,,,,
245,1,Position_25,7,8.0,WHI5_BCK2_DD,4.0,50.54635121785064,,
246,1,Position_25,8,16.0,WHI5_BCK2_DD,8.0,43.39109600158273,,
247,1,Position_25,9,,WHI5_BCK2_DD,,,,
248,1,Position_25,10,,WHI5_BCK2_DD,,,,
249,1,Position_25,11,,WHI5_BCK2_DD,,,,
250,1,Position_25,12,15.0,WHI5_BCK2_DD,6.0,38.4205792057211,,
251,1,Position_25,13,,WHI5_BCK2_DD,,,,
252,1,Position_25,14,12.0,WHI5_BCK2_DD,12.0,53.57606792311192,,
253,1,Position_25,15,3.0,WHI5_BCK2_DD,20.0,62.54992433687561,,
254,1,Position_25,16,13.0,WHI5_BCK2_DD,20.0,30.752694864544047,,
255,1,Position_25,17,9.0,WHI5_BCK2_DD,20.0,46.18008910388318,,
256,1,Position_25,18,10.0,WHI5_BCK2_DD,22.0,50.61192147333648,,
257,1,Position_25,19,9.0,WHI5_BCK2_DD,26.0,42.985681226360015,,
258,1,Position_25,20,22.0,WHI5_BCK2_DD,24.0,28.34156478462719,,
259,1,Position_25,21,10.0,WHI5_BCK2_DD,29.0,46.50804511471017,,
260,1,Position_25,22,13.0,WHI5_BCK2_DD,33.0,45.639807978440736,,
261,1,Position_25,23,11.0,WHI5_BCK2_DD,33.0,42.67051443606932,,
262,1,Position_25,24,,WHI5_BCK2_DD,40.0,68.52841308004275,,
263,1,Position_25,25,,WHI5_BCK2_DD,38.0,31.41058105130568,,
264,1,Position_25,26,10.0,WHI5_BCK2_DD,37.0,43.57426430439943,,
265,1,Position_25,27,,WHI5_BCK2_DD,39.0,51.622094267715376,,
266,1,Position_25,28,7.0,WHI5_BCK2_DD,39.0,40.56697691697244,,
267,1,Position_25,29,,WHI5_BCK2_DD,42.0,36.64753982020542,,
268,1,Position_25,30,,WHI5_BCK2_DD,45.0,62.52630701673206,,
269,1,Position_25,31,,WHI5_BCK2_DD,44.0,60.83085290361765,,
270,1,Position_25,32,,WHI5_BCK2_DD,43.0,33.173507480173626,,
271,1,Position_25,34,,WHI5_BCK2_DD,47.0,39.06010806765505,,
272,1,Position_28,1,10.0,WHI5_CCR4_DD,7.0,99.09375238599146,,
273,1,Position_28,2,5.0,WHI5_CCR4_DD,30.0,145.74256191783942,,
274,1,Position_28,3,,WHI5_CCR4_DD,,,,
275,1,Position_28,4,,WHI5_CCR4_DD,,,,
276,1,Position_28,5,50.0,WHI5_CCR4_DD,38.0,77.61524509297317,,
277,1,Position_28,6,,WHI5_CCR4_DD,101.0,239.382831360504,,
278,1,Position_28,7,16.0,WHI5_CCR4_DD,59.0,89.39417175833663,,
279,1,Position_28,8,5.0,WHI5_CCR4_DD,57.0,67.73502603125755,,
280,1,Position_28,9,,WHI5_CCR4_DD,87.0,49.442760498405,,
281,1,Position_28,10,16.0,WHI5_CCR4_DD,96.0,101.26228559580902,,
282,1,Position_28,11,,WHI5_CCR4_DD,84.0,72.30970800151304,,
283,1,Position_28,12,20.0,WHI5_CCR4_DD,109.0,101.94865901782478,,
284,1,Position_28,13,7.0,WHI5_CCR4_DD,142.0,277.1163629133092,,
285,1,Position_28,15,21.0,WHI5_CCR4_DD,107.0,40.98277637583456,,
286,1,Position_28,16,25.0,WHI5_CCR4_DD,113.0,62.807820432274205,,
287,1,Position_28,17,14.0,WHI5_CCR4_DD,117.0,64.16762550860453,,
288,1,Position_28,18,,WHI5_CCR4_DD,146.0,107.54875733266294,,
289,1,Position_28,19,13.0,WHI5_CCR4_DD,135.0,84.62197911444184,,
290,1,Position_28,20,31.0,WHI5_CCR4_DD,130.0,67.6887436653669,,
291,1,Position_28,21,6.0,WHI5_CCR4_DD,146.0,69.85749126074401,,
292,1,Position_28,22,5.0,WHI5_CCR4_DD,152.0,75.66344918024417,,
293,1,Position_28,23,,WHI5_CCR4_DD,151.0,61.65277158664461,,
294,1,Position_28,24,,WHI5_CCR4_DD,150.0,70.58096663714407,,
295,1,Position_28,25,,WHI5_CCR4_DD,155.0,65.25433861512109,,
296,1,Position_28,26,,WHI5_CCR4_DD,155.0,63.33492979262355,,
297,1,Position_28,27,,WHI5_CCR4_DD,150.0,52.6096393745708,,
298,1,Position_28,30,,WHI5_CCR4_DD,159.0,45.25197607632827,,
299,1,Position_28,32,,WHI5_CCR4_DD,157.0,42.824374404105306,,
300,1,Position_29,1,12.0,WHI5_CCR4_DD,3.0,90.9993770750401,,
301,1,Position_29,2,,WHI5_CCR4_DD,,,,
302,1,Position_29,3,,WHI5_CCR4_DD,,,,
303,1,Position_29,4,110.0,WHI5_CCR4_DD,26.0,90.02681712984409,,
304,1,Position_29,5,21.0,WHI5_CCR4_DD,32.0,79.03270777162307,,
305,1,Position_29,6,,WHI5_CCR4_DD,54.0,90.32792944925492,,
306,1,Position_29,7,42.0,WHI5_CCR4_DD,49.0,84.07057095810345,,
307,1,Position_29,8,10.0,WHI5_CCR4_DD,57.0,63.10071996606154,,
308,1,Position_29,9,36.0,WHI5_CCR4_DD,75.0,93.83469759078412,,
309,1,Position_29,10,22.0,WHI5_CCR4_DD,70.0,53.52470376195164,,
310,1,Position_29,11,38.0,WHI5_CCR4_DD,81.0,64.39249028029168,,
311,1,Position_29,12,14.0,WHI5_CCR4_DD,88.0,58.23396213664255,,
312,1,Position_29,13,30.0,WHI5_CCR4_DD,103.0,86.98884200827777,,
313,1,Position_29,14,,WHI5_CCR4_DD,80.0,32.18966613978402,,
314,1,Position_29,15,17.0,WHI5_CCR4_DD,100.0,39.83977695002163,,
315,1,Position_29,16,5.0,WHI5_CCR4_DD,112.0,106.62808730525587,,
316,1,Position_29,17,25.0,WHI5_CCR4_DD,111.0,88.51500641397398,,
317,1,Position_29,18,7.0,WHI5_CCR4_DD,118.0,85.82323892126021,,
318,1,Position_29,19,20.0,WHI5_CCR4_DD,109.0,48.77459623587818,,
319,1,Position_29,20,,WHI5_CCR4_DD,117.0,90.70526400378527,,
320,1,Position_29,21,,WHI5_CCR4_DD,119.0,38.1621819496596,,
321,1,Position_29,23,1.0,WHI5_CCR4_DD,139.0,64.35422284653455,,
322,1,Position_29,24,,WHI5_CCR4_DD,134.0,84.73113050382123,,
323,1,Position_29,25,6.0,WHI5_CCR4_DD,133.0,54.72197481515328,,
324,1,Position_29,26,4.0,WHI5_CCR4_DD,138.0,66.38012427673455,,
325,1,Position_29,28,,WHI5_CCR4_DD,137.0,67.4460887492915,,
326,1,Position_3,1,26.0,MMY,16.0,49.1350692793118,,
327,1,Position_3,2,,MMY,,,,
328,1,Position_3,3,,MMY,,,,
329,1,Position_3,4,,MMY,,,,
330,1,Position_3,5,6.0,MMY,25.0,45.18261955178713,,
331,1,Position_3,6,13.0,MMY,38.0,59.08693763092998,,
332,1,Position_3,7,33.0,MMY,45.0,28.08121135898102,,
333,1,Position_3,8,8.0,MMY,51.0,49.188329406071446,,
334,1,Position_3,9,30.0,MMY,55.0,33.41216857115497,,
335,1,Position_3,10,18.0,MMY,63.0,49.33650169122226,,
336,1,Position_3,11,15.0,MMY,63.0,38.60097223301211,,
337,1,Position_3,12,12.0,MMY,71.0,47.08571126120892,,
338,1,Position_3,13,17.0,MMY,74.0,49.32424841796279,,
339,1,Position_3,14,12.0,MMY,80.0,42.98177531212185,,
340,1,Position_3,15,34.0,MMY,82.0,26.9946761027196,,
341,1,Position_3,16,12.0,MMY,85.0,41.27021618057224,,
342,1,Position_3,17,21.0,MMY,89.0,35.981204104829786,,
343,1,Position_3,18,,MMY,86.0,48.80966881147628,,
344,1,Position_3,19,,MMY,99.0,39.31132081972508,,
345,1,Position_3,20,10.0,MMY,100.0,42.83131117874968,,
346,1,Position_3,21,10.0,MMY,100.0,47.776502680308,,
347,1,Position_3,22,1.0,MMY,98.0,37.07050207400916,,
348,1,Position_3,23,,MMY,99.0,41.08454562605479,,
349,1,Position_3,24,,MMY,110.0,41.005973112823874,,
350,1,Position_3,25,8.0,MMY,105.0,36.64731135640452,,
351,1,Position_3,26,7.0,MMY,106.0,44.60397874525973,,
352,1,Position_3,27,8.0,MMY,107.0,30.60239473748798,,
353,1,Position_3,28,,MMY,107.0,35.33253577469427,,
354,1,Position_3,29,,MMY,110.0,40.7142614109613,,
355,1,Position_3,30,,MMY,105.0,18.07415418678188,,
356,1,Position_3,31,8.0,MMY,105.0,32.87503287641855,,
357,1,Position_3,32,,MMY,112.0,29.44736958859478,,
358,1,Position_4,1,,MMY,,,,
359,1,Position_4,2,15.0,MMY,4.0,52.34652973753987,,
360,1,Position_4,3,,MMY,,,,
361,1,Position_4,4,11.0,MMY,17.0,55.63379078800808,,
362,1,Position_4,5,,MMY,,,,
363,1,Position_4,6,16.0,MMY,23.0,40.8069278286375,,
364,1,Position_4,7,5.0,MMY,28.0,43.69526968950403,,
365,1,Position_4,8,13.0,MMY,44.0,52.964741706297765,,
366,1,Position_4,9,3.0,MMY,44.0,45.11590199957225,,
367,1,Position_4,10,16.0,MMY,51.0,53.71402748672028,,
368,1,Position_4,11,15.0,MMY,54.0,46.97052312664414,,
369,1,Position_4,12,18.0,MMY,49.0,43.72835729865711,,
370,1,Position_4,13,11.0,MMY,59.0,36.48048266323018,,
371,1,Position_4,14,12.0,MMY,64.0,43.71327719678487,,
372,1,Position_4,15,24.0,MMY,71.0,46.21876068448824,,
373,1,Position_4,16,9.0,MMY,65.0,38.04269917159927,,
374,1,Position_4,17,14.0,MMY,73.0,35.67486929574723,,
375,1,Position_4,18,11.0,MMY,73.0,57.481157178429,,
376,1,Position_4,19,,MMY,82.0,37.18829000519042,,
377,1,Position_4,20,15.0,MMY,74.0,47.342330841665714,,
378,1,Position_4,21,10.0,MMY,79.0,42.30236490481687,,
379,1,Position_4,22,13.0,MMY,87.0,42.345464187259154,,
380,1,Position_4,23,,MMY,85.0,26.92132433331293,,
381,1,Position_4,24,13.0,MMY,85.0,48.86293367383754,,
382,1,Position_4,25,,MMY,94.0,42.318788673073065,,
383,1,Position_4,26,,MMY,97.0,45.83274849767581,,
384,1,Position_4,27,7.0,MMY,91.0,47.56777801788842,,
385,1,Position_4,28,,MMY,84.0,32.27547608986223,,
386,1,Position_4,29,7.0,MMY,95.0,32.53325100821058,,
387,1,Position_4,30,,MMY,97.0,42.14933196701544,,
388,1,Position_4,31,,MMY,98.0,37.89144583925238,,
389,1,Position_4,32,,MMY,97.0,42.07506778692726,,
390,1,Position_4,34,7.0,MMY,97.0,33.83531517894514,,
391,1,Position_4,35,,MMY,97.0,44.21755822102327,,
392,1,Position_4,36,,MMY,103.0,35.7726215229756,,
393,1,Position_4,37,,MMY,101.0,34.64786586732806,,
394,1,Position_5,1,13.0,MMY,14.0,56.13451863653061,,
395,1,Position_5,2,,MMY,,,,
396,1,Position_5,3,17.0,MMY,3.0,41.62112751926416,,
397,1,Position_5,4,,MMY,,,,
398,1,Position_5,5,,MMY,,,,
399,1,Position_5,6,16.0,MMY,9.0,71.20324461814845,,
400,1,Position_5,7,12.0,MMY,27.0,48.58179326532915,,
401,1,Position_5,8,15.0,MMY,40.0,66.52988206410991,,
402,1,Position_5,9,10.0,MMY,42.0,59.864577196517686,,
403,1,Position_5,10,31.0,MMY,41.0,40.70697846381838,,
404,1,Position_5,11,14.0,MMY,49.0,60.39534970551607,,
405,1,Position_5,12,21.0,MMY,52.0,51.88247042659724,,
406,1,Position_5,13,24.0,MMY,49.0,27.462987741619163,,
