selection_subset,position,Cell_ID,cell_cycle_stage,generation_num,frame_i,mCitrine_corrected_amount,mCitrine_corrected_amount_rel,file,relationship,relative_ID,phase_length,phase_begin,gui_mCitrine_amount_autoBkgr,frames_in_phase,centered_frames_in_phase,Combined signal,Bud signal,min_centered_frames,max_centered_frames,centered_time_in_minutes,Generation,contributing_ccs_at_time
0,Position_4,12,S,1.0,162,335441.0,205057.0,MIA_KC_htb1_mCitrine_labeled,mother,22.0,24.0,145.0,335441.0,18.0,18.0,540498.0,205057.0,-18.0,25.0,54.0,1st ($n_1$=48),48
0,Position_4,17,G1,1.0,162,231745.0,369162.0,MIA_KC_htb1_mCitrine_labeled,mother,3.0,13.0,150.0,231745.0,13.0,-1.0,231745.0,0.0,-13.0,31.0,-3.0,1st ($n_1$=48),48
0,Position_4,18,G1,1.0,162,229503.0,242936.0,MIA_KC_htb1_mCitrine_labeled,mother,10.0,23.0,157.0,229503.0,6.0,-18.0,229503.0,0.0,-23.0,53.0,-54.0,1st ($n_1$=48),28
0,Position_4,20,G1,1.0,162,245184.00000000003,313203.99999999994,MIA_KC_htb1_mCitrine_labeled,mother,1.0,21.0,156.0,245184.00000000003,7.0,-15.0,245184.00000000003,0.0,-21.0,33.0,-45.0,1st ($n_1$=48),35
0,Position_4,1,S,7.0,163,317968.0,552.0000000000001,MIA_KC_htb1_mCitrine_labeled,mother,27.0,25.0,163.0,317968.0,1.0,1.0,318520.0,552.0000000000001,-6.0,26.0,3.0,2+ ($n_2$=89),89
0,Position_4,2,S,4.0,163,330586.0,2466.9999999999995,MIA_KC_htb1_mCitrine_labeled,mother,24.0,56.0,158.0,330586.0,6.0,6.0,333053.0,2466.9999999999995,-5.0,57.0,18.0,2+ ($n_2$=89),89
0,Position_4,3,S,7.0,163,381100.0,5972.0,MIA_KC_htb1_mCitrine_labeled,mother,25.0,38.0,160.0,381100.0,4.0,4.0,387072.0,5972.0,-9.0,39.0,12.0,2+ ($n_2$=89),89
0,Position_4,4,S,3.0,163,284686.0,233472.0,MIA_KC_htb1_mCitrine_labeled,mother,23.0,24.0,145.0,284686.0,19.0,19.0,518158.0,233472.0,-10.0,25.0,57.0,2+ ($n_2$=89),86
0,Position_4,6,S,2.0,163,249235.0,193715.0,MIA_KC_htb1_mCitrine_labeled,mother,21.0,23.0,141.0,249235.0,23.0,23.0,442950.0,193715.0,-14.0,24.0,69.0,2+ ($n_2$=89),80
0,Position_4,10,S,2.0,163,250222.00000000003,321.0,MIA_KC_htb1_mCitrine_labeled,mother,26.0,29.0,163.0,250222.00000000003,1.0,1.0,250543.00000000003,321.0,-5.0,30.0,3.0,2+ ($n_2$=89),89
0,Position_4,12,S,1.0,163,272750.0,267651.0,MIA_KC_htb1_mCitrine_labeled,mother,22.0,24.0,145.0,272750.0,19.0,19.0,540401.0,267651.0,-18.0,25.0,57.0,1st ($n_1$=48),48
0,Position_4,17,G1,1.0,163,235970.00000000003,381100.0,MIA_KC_htb1_mCitrine_labeled,mother,3.0,13.0,150.0,235970.00000000003,14.0,0.0,235970.00000000003,0.0,-13.0,31.0,0.0,1st ($n_1$=48),48
0,Position_4,18,G1,1.0,163,221450.0,250222.00000000003,MIA_KC_htb1_mCitrine_labeled,mother,10.0,23.0,157.0,221450.0,7.0,-17.0,221450.0,0.0,-23.0,53.0,-51.0,1st ($n_1$=48),31
0,Position_4,20,G1,1.0,163,242310.00000000003,317968.0,MIA_KC_htb1_mCitrine_labeled,mother,1.0,21.0,156.0,242310.00000000003,8.0,-14.0,242310.00000000003,0.0,-21.0,33.0,-42.0,1st ($n_1$=48),36
0,Position_4,1,S,7.0,164,322558.0,1075.0,MIA_KC_htb1_mCitrine_labeled,mother,27.0,25.0,163.0,322558.0,2.0,2.0,323633.0,1075.0,-6.0,26.0,6.0,2+ ($n_2$=89),89
0,Position_4,2,S,4.0,164,343184.0,3165.0,MIA_KC_htb1_mCitrine_labeled,mother,24.0,56.0,158.0,343184.0,7.0,7.0,346349.0,3165.0,-5.0,57.0,21.0,2+ ($n_2$=89),89
0,Position_4,3,S,7.0,164,390023.0,7283.0,MIA_KC_htb1_mCitrine_labeled,mother,25.0,38.0,160.0,390023.0,5.0,5.0,397306.0,7283.0,-9.0,39.0,15.0,2+ ($n_2$=89),89
0,Position_4,4,S,3.0,164,258701.00000000003,261333.0,MIA_KC_htb1_mCitrine_labeled,mother,23.0,24.0,145.0,258701.00000000003,20.0,20.0,520034.0,261333.0,-10.0,25.0,60.0,2+ ($n_2$=89),85
0,Position_4,6,S,2.0,164,254120.0,186192.0,MIA_KC_htb1_mCitrine_labeled,mother,21.0,23.0,141.0,254120.0,24.0,24.0,440312.0,186192.0,-14.0,24.0,72.0,2+ ($n_2$=89),72
0,Position_4,10,S,2.0,164,256147.0,1089.0,MIA_KC_htb1_mCitrine_labeled,mother,26.0,29.0,163.0,256147.0,2.0,2.0,257236.0,1089.0,-5.0,30.0,6.0,2+ ($n_2$=89),89
0,Position_4,12,S,1.0,164,285193.0,267486.0,MIA_KC_htb1_mCitrine_labeled,mother,22.0,24.0,145.0,285193.0,20.0,20.0,552679.0,267486.0,-18.0,25.0,60.0,1st ($n_1$=48),48
0,Position_4,17,S,1.0,164,235457.0,67.00000000000003,MIA_KC_htb1_mCitrine_labeled,mother,28.0,30.0,164.0,235457.0,1.0,1.0,235524.0,67.00000000000003,-13.0,31.0,3.0,1st ($n_1$=48),48
0,Position_4,18,G1,1.0,164,220671.0,256147.0,MIA_KC_htb1_mCitrine_labeled,mother,10.0,23.0,157.0,220671.0,8.0,-16.0,220671.0,0.0,-23.0,53.0,-48.0,1st ($n_1$=48),32
0,Position_4,20,G1,1.0,164,243865.0,322558.0,MIA_KC_htb1_mCitrine_labeled,mother,1.0,21.0,156.0,243865.0,9.0,-13.0,243865.0,0.0,-21.0,33.0,-39.0,1st ($n_1$=48),40
0,Position_4,1,S,7.0,165,324109.0,1363.0,MIA_KC_htb1_mCitrine_labeled,mother,27.0,25.0,163.0,324109.0,3.0,3.0,325472.0,1363.0,-6.0,26.0,9.0,2+ ($n_2$=89),89
0,Position_4,2,S,4.0,165,359341.0,3999.0,MIA_KC_htb1_mCitrine_labeled,mother,24.0,56.0,158.0,359341.0,8.0,8.0,363340.0,3999.0,-5.0,57.0,24.0,2+ ($n_2$=89),89
0,Position_4,3,S,7.0,165,400928.0,7026.999999999999,MIA_KC_htb1_mCitrine_labeled,mother,25.0,38.0,160.0,400928.0,6.0,6.0,407955.0,7026.999999999999,-9.0,39.0,18.0,2+ ($n_2$=89),89
0,Position_4,4,S,3.0,165,277144.0,244272.0,MIA_KC_htb1_mCitrine_labeled,mother,23.0,24.0,145.0,277144.0,21.0,21.0,521416.0,244272.0,-10.0,25.0,63.0,2+ ($n_2$=89),84
0,Position_4,6,G1,3.0,165,247248.0,230342.0,MIA_KC_htb1_mCitrine_labeled,mother,21.0,7.0,165.0,247248.0,1.0,-7.0,247248.0,0.0,-7.0,26.0,-21.0,2+ ($n_2$=89),64
0,Position_4,10,S,2.0,165,264253.0,1082.0,MIA_KC_htb1_mCitrine_labeled,mother,26.0,29.0,163.0,264253.0,3.0,3.0,265335.0,1082.0,-5.0,30.0,9.0,2+ ($n_2$=89),89
0,Position_4,12,S,1.0,165,276117.0,256355.0,MIA_KC_htb1_mCitrine_labeled,mother,22.0,24.0,145.0,276117.0,21.0,21.0,532472.0,256355.0,-18.0,25.0,63.0,1st ($n_1$=48),47
0,Position_4,17,S,1.0,165,240057.0,129.0,MIA_KC_htb1_mCitrine_labeled,mother,28.0,30.0,164.0,240057.0,2.0,2.0,240186.0,129.0,-13.0,31.0,6.0,1st ($n_1$=48),48
0,Position_4,18,G1,1.0,165,222925.00000000003,264253.0,MIA_KC_htb1_mCitrine_labeled,mother,10.0,23.0,157.0,222925.00000000003,9.0,-15.0,222925.00000000003,0.0,-23.0,53.0,-45.0,1st ($n_1$=48),35
0,Position_4,20,G1,1.0,165,242830.0,324109.0,MIA_KC_htb1_mCitrine_labeled,mother,1.0,21.0,156.0,242830.0,10.0,-12.0,242830.0,0.0,-21.0,33.0,-36.0,1st ($n_1$=48),42
0,Position_4,1,S,7.0,166,343906.0,1491.0000000000002,MIA_KC_htb1_mCitrine_labeled,mother,27.0,25.0,163.0,343906.0,4.0,4.0,345397.0,1491.0000000000002,-6.0,26.0,12.0,2+ ($n_2$=89),89
0,Position_4,2,S,4.0,166,369577.0,4727.0,MIA_KC_htb1_mCitrine_labeled,mother,24.0,56.0,158.0,369577.0,9.0,9.0,374304.0,4727.0,-5.0,57.0,27.0,2+ ($n_2$=89),89
0,Position_4,3,S,7.0,166,407353.00000000006,7326.0,MIA_KC_htb1_mCitrine_labeled,mother,25.0,38.0,160.0,407353.00000000006,7.0,7.0,414679.00000000006,7326.0,-9.0,39.0,21.0,2+ ($n_2$=89),89
0,Position_4,4,S,3.0,166,270481.99999999994,260833.0,MIA_KC_htb1_mCitrine_labeled,mother,23.0,24.0,145.0,270481.99999999994,22.0,22.0,531315.0,260833.0,-10.0,25.0,66.0,2+ ($n_2$=89),83
0,Position_4,6,G1,3.0,166,247873.00000000003,220973.0,MIA_KC_htb1_mCitrine_labeled,mother,21.0,7.0,165.0,247873.00000000003,2.0,-6.0,247873.00000000003,0.0,-7.0,26.0,-18.0,2+ ($n_2$=89),70
0,Position_4,10,S,2.0,166,266666.00000000006,1855.0,MIA_KC_htb1_mCitrine_labeled,mother,26.0,29.0,163.0,266666.00000000006,4.0,4.0,268521.00000000006,1855.0,-5.0,30.0,12.0,2+ ($n_2$=89),89
0,Position_4,12,S,1.0,166,277476.0,252773.0,MIA_KC_htb1_mCitrine_labeled,mother,22.0,24.0,145.0,277476.0,22.0,22.0,530249.0,252773.0,-18.0,25.0,66.0,1st ($n_1$=48),47
0,Position_4,17,S,1.0,166,237323.0,501.0000000000002,MIA_KC_htb1_mCitrine_labeled,mother,28.0,30.0,164.0,237323.0,3.0,3.0,237824.0,501.0000000000002,-13.0,31.0,9.0,1st ($n_1$=48),48
0,Position_4,18,G1,1.0,166,214776.0,266666.00000000006,MIA_KC_htb1_mCitrine_labeled,mother,10.0,23.0,157.0,214776.0,10.0,-14.0,214776.0,0.0,-23.0,53.0,-42.0,1st ($n_1$=48),36
0,Position_4,20,G1,1.0,166,238795.0,343906.0,MIA_KC_htb1_mCitrine_labeled,mother,1.0,21.0,156.0,238795.0,11.0,-11.0,238795.0,0.0,-21.0,33.0,-33.0,1st ($n_1$=48),42
0,Position_4,1,S,7.0,167,361921.0,2989.0000000000005,MIA_KC_htb1_mCitrine_labeled,mother,27.0,25.0,163.0,361921.0,5.0,5.0,364910.0,2989.0000000000005,-6.0,26.0,15.0,2+ ($n_2$=89),89
0,Position_4,2,S,4.0,167,381606.0,4443.0,MIA_KC_htb1_mCitrine_labeled,mother,24.0,56.0,158.0,381606.0,10.0,10.0,386049.0,4443.0,-5.0,57.0,30.0,2+ ($n_2$=89),89
0,Position_4,3,S,7.0,167,418933.0,8572.0,MIA_KC_htb1_mCitrine_labeled,mother,25.0,38.0,160.0,418933.0,8.0,8.0,427505.0,8572.0,-9.0,39.0,24.0,2+ ($n_2$=89),89
0,Position_4,4,S,3.0,167,285178.0,258153.0,MIA_KC_htb1_mCitrine_labeled,mother,23.0,24.0,145.0,285178.0,23.0,23.0,543331.0,258153.0,-10.0,25.0,69.0,2+ ($n_2$=89),80
0,Position_4,6,G1,3.0,167,258491.0,228991.0,MIA_KC_htb1_mCitrine_labeled,mother,21.0,7.0,165.0,258491.0,3.0,-5.0,258491.0,0.0,-7.0,26.0,-15.0,2+ ($n_2$=89),81
0,Position_4,10,S,2.0,167,278705.0,3241.9999999999995,MIA_KC_htb1_mCitrine_labeled,mother,26.0,29.0,163.0,278705.0,5.0,5.0,281947.0,3241.9999999999995,-5.0,30.0,15.0,2+ ($n_2$=89),89
0,Position_4,12,S,1.0,167,275301.0,257022.0,MIA_KC_htb1_mCitrine_labeled,mother,22.0,24.0,145.0,275301.0,23.0,23.0,532323.0,257022.0,-18.0,25.0,69.0,1st ($n_1$=48),46
0,Position_4,17,S,1.0,167,240591.00000000003,591.0000000000003,MIA_KC_htb1_mCitrine_labeled,mother,28.0,30.0,164.0,240591.00000000003,4.0,4.0,241182.00000000003,591.0000000000003,-13.0,31.0,12.0,1st ($n_1$=48),48
0,Position_4,18,G1,1.0,167,215653.0,278705.0,MIA_KC_htb1_mCitrine_labeled,mother,10.0,23.0,157.0,215653.0,11.0,-13.0,215653.0,0.0,-23.0,53.0,-39.0,1st ($n_1$=48),40
0,Position_4,20,G1,1.0,167,242221.0,361921.0,MIA_KC_htb1_mCitrine_labeled,mother,1.0,21.0,156.0,242221.0,12.0,-10.0,242221.0,0.0,-21.0,33.0,-30.0,1st ($n_1$=48),45
0,Position_4,1,S,7.0,168,386360.0,4685.0,MIA_KC_htb1_mCitrine_labeled,mother,27.0,25.0,163.0,386360.0,6.0,6.0,391045.0,4685.0,-6.0,26.0,18.0,2+ ($n_2$=89),89
0,Position_4,2,S,4.0,168,384612.0,5896.000000000001,MIA_KC_htb1_mCitrine_labeled,mother,24.0,56.0,158.0,384612.0,11.0,11.0,390508.0,5896.000000000001,-5.0,57.0,33.0,2+ ($n_2$=89),89
0,Position_4,3,S,7.0,168,419855.0,14085.0,MIA_KC_htb1_mCitrine_labeled,mother,25.0,38.0,160.0,419855.0,9.0,9.0,433940.0,14085.0,-9.0,39.0,27.0,2+ ($n_2$=89),89
0,Position_4,4,S,3.0,168,277602.00000000006,263314.0,MIA_KC_htb1_mCitrine_labeled,mother,23.0,24.0,145.0,277602.00000000006,24.0,24.0,540916.0,263314.0,-10.0,25.0,72.0,2+ ($n_2$=89),72
0,Position_4,6,G1,3.0,168,267040.0,233734.0,MIA_KC_htb1_mCitrine_labeled,mother,21.0,7.0,165.0,267040.0,4.0,-4.0,267040.0,0.0,-7.0,26.0,-12.0,2+ ($n_2$=89),83
0,Position_4,10,S,2.0,168,297522.0,4895.999999999999,MIA_KC_htb1_mCitrine_labeled,mother,26.0,29.0,163.0,297522.0,6.0,6.0,302418.0,4895.999999999999,-5.0,30.0,18.0,2+ ($n_2$=89),89
0,Position_4,12,S,1.0,168,270789.0,246562.0,MIA_KC_htb1_mCitrine_labeled,mother,22.0,24.0,145.0,270789.0,24.0,24.0,517351.0,246562.0,-18.0,25.0,72.0,1st ($n_1$=48),46
0,Position_4,17,S,1.0,168,248816.00000000003,518.0,MIA_KC_htb1_mCitrine_labeled,mother,28.0,30.0,164.0,248816.00000000003,5.0,5.0,249334.00000000003,518.0,-13.0,31.0,15.0,1st ($n_1$=48),48
0,Position_4,18,G1,1.0,168,217765.0,297522.0,MIA_KC_htb1_mCitrine_labeled,mother,10.0,23.0,157.0,217765.0,12.0,-12.0,217765.0,0.0,-23.0,53.0,-36.0,1st ($n_1$=48),42
0,Position_4,20,G1,1.0,168,238655.0,386360.0,MIA_KC_htb1_mCitrine_labeled,mother,1.0,21.0,156.0,238655.0,13.0,-9.0,238655.0,0.0,-21.0,33.0,-27.0,1st ($n_1$=48),46
0,Position_4,1,S,7.0,169,397406.0,5488.0,MIA_KC_htb1_mCitrine_labeled,mother,27.0,25.0,163.0,397406.0,7.0,7.0,402894.0,5488.0,-6.0,26.0,21.0,2+ ($n_2$=89),89
0,Position_4,2,S,4.0,169,397237.0,7030.0,MIA_KC_htb1_mCitrine_labeled,mother,24.0,56.0,158.0,397237.0,12.0,12.0,404267.0,7030.0,-5.0,57.0,36.0,2+ ($n_2$=89),89
0,Position_4,3,S,7.0,169,426996.00000000006,23077.0,MIA_KC_htb1_mCitrine_labeled,mother,25.0,38.0,160.0,426996.00000000006,10.0,10.0,450073.00000000006,23077.0,-9.0,39.0,30.0,2+ ($n_2$=89),89
0,Position_4,4,S,3.0,169,271866.0,254690.0,MIA_KC_htb1_mCitrine_labeled,mother,23.0,24.0,145.0,271866.0,25.0,25.0,526556.0,254690.0,-10.0,25.0,75.0,2+ ($n_2$=89),67
0,Position_4,6,G1,3.0,169,262752.0,226462.00000000003,MIA_KC_htb1_mCitrine_labeled,mother,21.0,7.0,165.0,262752.0,5.0,-3.0,262752.0,0.0,-7.0,26.0,-9.0,2+ ($n_2$=89),85
0,Position_4,10,S,2.0,169,315026.0,5032.999999999999,MIA_KC_htb1_mCitrine_labeled,mother,26.0,29.0,163.0,315026.0,7.0,7.0,320059.0,5032.999999999999,-5.0,30.0,21.0,2+ ($n_2$=89),89
0,Position_4,12,S,1.0,169,272935.0,252296.0,MIA_KC_htb1_mCitrine_labeled,mother,22.0,24.0,145.0,272935.0,25.0,25.0,525231.0,252296.0,-18.0,25.0,75.0,1st ($n_1$=48),42
0,Position_4,17,S,1.0,169,242812.0,1176.9999999999998,MIA_KC_htb1_mCitrine_labeled,mother,28.0,30.0,164.0,242812.0,6.0,6.0,243989.0,1176.9999999999998,-13.0,31.0,18.0,1st ($n_1$=48),48
0,Position_4,18,G1,1.0,169,220391.00000000003,315026.0,MIA_KC_htb1_mCitrine_labeled,mother,10.0,23.0,157.0,220391.00000000003,13.0,-11.0,220391.00000000003,0.0,-23.0,53.0,-33.0,1st ($n_1$=48),42
0,Position_4,20,G1,1.0,169,241202.00000000003,397406.0,MIA_KC_htb1_mCitrine_labeled,mother,1.0,21.0,156.0,241202.00000000003,14.0,-8.0,241202.00000000003,0.0,-21.0,33.0,-24.0,1st ($n_1$=48),47
0,Position_4,1,S,7.0,170,420249.0,6081.999999999999,MIA_KC_htb1_mCitrine_labeled,mother,27.0,25.0,163.0,420249.0,8.0,8.0,426331.0,6081.999999999999,-6.0,26.0,24.0,2+ ($n_2$=89),89
0,Position_4,2,S,4.0,170,395179.00000000006,8213.0,MIA_KC_htb1_mCitrine_labeled,mother,24.0,56.0,158.0,395179.00000000006,13.0,13.0,403392.00000000006,8213.0,-5.0,57.0,39.0,2+ ($n_2$=89),89
0,Position_4,3,S,7.0,170,420131.0,25852.0,MIA_KC_htb1_mCitrine_labeled,mother,25.0,38.0,160.0,420131.0,11.0,11.0,445983.0,25852.0,-9.0,39.0,33.0,2+ ($n_2$=89),89
0,Position_4,4,G1,4.0,170,280134.0,247903.0,MIA_KC_htb1_mCitrine_labeled,mother,23.0,13.0,170.0,280134.0,1.0,-13.0,280134.0,0.0,-13.0,22.0,-39.0,2+ ($n_2$=89),21
0,Position_4,6,G1,3.0,170,271993.0,235487.0,MIA_KC_htb1_mCitrine_labeled,mother,21.0,7.0,165.0,271993.0,6.0,-2.0,271993.0,0.0,-7.0,26.0,-6.0,2+ ($n_2$=89),87
0,Position_4,10,S,2.0,170,337467.0,5208.000000000001,MIA_KC_htb1_mCitrine_labeled,mother,26.0,29.0,163.0,337467.0,8.0,8.0,342675.0,5208.000000000001,-5.0,30.0,24.0,2+ ($n_2$=89),89
0,Position_4,12,G1,2.0,170,257635.0,256463.0,MIA_KC_htb1_mCitrine_labeled,mother,22.0,4.0,170.0,257635.0,1.0,-4.0,257635.0,0.0,-4.0,31.0,-12.0,2+ ($n_2$=89),83
0,Position_4,17,S,1.0,170,258719.0,1326.0000000000005,MIA_KC_htb1_mCitrine_labeled,mother,28.0,30.0,164.0,258719.0,7.0,7.0,260045.0,1326.0000000000005,-13.0,31.0,21.0,1st ($n_1$=48),48
0,Position_4,18,G1,1.0,170,222127.0,337467.0,MIA_KC_htb1_mCitrine_labeled,mother,10.0,23.0,157.0,222127.0,14.0,-10.0,222127.0,0.0,-23.0,53.0,-30.0,1st ($n_1$=48),45
0,Position_4,20,G1,1.0,170,242793.0,420249.0,MIA_KC_htb1_mCitrine_labeled,mother,1.0,21.0,156.0,242793.0,15.0,-7.0,242793.0,0.0,-21.0,33.0,-21.0,1st ($n_1$=48),47
0,Position_4,22,G1,1.0,170,256463.0,257635.0,MIA_KC_htb1_mCitrine_labeled,mother,12.0,21.0,170.0,256463.0,1.0,-21.0,256463.0,0.0,-21.0,39.0,-63.0,1st ($n_1$=48),21
0,Position_4,1,S,7.0,171,438809.0,7589.0,MIA_KC_htb1_mCitrine_labeled,mother,27.0,25.0,163.0,438809.0,9.0,9.0,446398.0,7589.0,-6.0,26.0,27.0,2+ ($n_2$=89),89
0,Position_4,2,S,4.0,171,402264.0,9253.000000000002,MIA_KC_htb1_mCitrine_labeled,mother,24.0,56.0,158.0,402264.0,14.0,14.0,411517.0,9253.000000000002,-5.0,57.0,42.0,2+ ($n_2$=89),89
0,Position_4,3,S,7.0,171,414279.0,30811.000000000004,MIA_KC_htb1_mCitrine_labeled,mother,25.0,38.0,160.0,414279.0,12.0,12.0,445090.0,30811.000000000004,-9.0,39.0,36.0,2+ ($n_2$=89),89
0,Position_4,4,G1,4.0,171,273422.0,249782.0,MIA_KC_htb1_mCitrine_labeled,mother,23.0,13.0,170.0,273422.0,2.0,-12.0,273422.0,0.0,-13.0,22.0,-36.0,2+ ($n_2$=89),24
0,Position_4,6,G1,3.0,171,278584.0,250948.0,MIA_KC_htb1_mCitrine_labeled,mother,21.0,7.0,165.0,278584.0,7.0,-1.0,278584.0,0.0,-7.0,26.0,-3.0,2+ ($n_2$=89),88
0,Position_4,10,S,2.0,171,370085.0,7381.0,MIA_KC_htb1_mCitrine_labeled,mother,26.0,29.0,163.0,370085.0,9.0,9.0,377466.0,7381.0,-5.0,30.0,27.0,2+ ($n_2$=89),89
0,Position_4,12,G1,2.0,171,273383.0,247468.0,MIA_KC_htb1_mCitrine_labeled,mother,22.0,4.0,170.0,273383.0,2.0,-3.0,273383.0,0.0,-4.0,31.0,-9.0,2+ ($n_2$=89),85
0,Position_4,17,S,1.0,171,275764.0,1392.0000000000005,MIA_KC_htb1_mCitrine_labeled,mother,28.0,30.0,164.0,275764.0,8.0,8.0,277156.0,1392.0000000000005,-13.0,31.0,24.0,1st ($n_1$=48),48
0,Position_4,18,G1,1.0,171,219540.0,370085.0,MIA_KC_htb1_mCitrine_labeled,mother,10.0,23.0,157.0,219540.0,15.0,-9.0,219540.0,0.0,-23.0,53.0,-27.0,1st ($n_1$=48),46
0,Position_4,20,G1,1.0,171,241371.00000000003,438809.0,MIA_KC_htb1_mCitrine_labeled,mother,1.0,21.0,156.0,241371.00000000003,16.0,-6.0,241371.00000000003,0.0,-21.0,33.0,-18.0,1st ($n_1$=48),48
0,Position_4,22,G1,1.0,171,247468.0,273383.0,MIA_KC_htb1_mCitrine_labeled,mother,12.0,21.0,170.0,247468.0,2.0,-20.0,247468.0,0.0,-21.0,39.0,-60.0,1st ($n_1$=48),22
0,Position_4,1,S,7.0,172,445499.0,12045.000000000002,MIA_KC_htb1_mCitrine_labeled,mother,27.0,25.0,163.0,445499.0,10.0,10.0,457544.0,12045.000000000002,-6.0,26.0,30.0,2+ ($n_2$=89),89
0,Position_4,2,S,4.0,172,410700.0,11129.0,MIA_KC_htb1_mCitrine_labeled,mother,24.0,56.0,158.0,410700.0,15.0,15.0,421829.0,11129.0,-5.0,57.0,45.0,2+ ($n_2$=89),88
0,Position_4,3,S,7.0,172,417488.0,27555.0,MIA_KC_htb1_mCitrine_labeled,mother,25.0,38.0,160.0,417488.0,13.0,13.0,445043.0,27555.0,-9.0,39.0,39.0,2+ ($n_2$=89),89
0,Position_4,4,G1,4.0,172,276702.0,238603.0,MIA_KC_htb1_mCitrine_labeled,mother,23.0,13.0,170.0,276702.0,3.0,-11.0,276702.0,0.0,-13.0,22.0,-33.0,2+ ($n_2$=89),27
0,Position_4,6,G1,3.0,172,287369.0,251869.0,MIA_KC_htb1_mCitrine_labeled,mother,21.0,7.0,165.0,287369.0,8.0,0.0,287369.0,0.0,-7.0,26.0,0.0,2+ ($n_2$=89),89
0,Position_4,10,S,2.0,172,389385.0,13133.0,MIA_KC_htb1_mCitrine_labeled,mother,26.0,29.0,163.0,389385.0,10.0,10.0,402518.0,13133.0,-5.0,30.0,30.0,2+ ($n_2$=89),89
0,Position_4,12,G1,2.0,172,278999.0,245704.0,MIA_KC_htb1_mCitrine_labeled,mother,22.0,4.0,170.0,278999.0,3.0,-2.0,278999.0,0.0,-4.0,31.0,-6.0,2+ ($n_2$=89),87
0,Position_4,17,S,1.0,172,290676.0,2094.9999999999995,MIA_KC_htb1_mCitrine_labeled,mother,28.0,30.0,164.0,290676.0,9.0,9.0,292771.0,2094.9999999999995,-13.0,31.0,27.0,1st ($n_1$=48),48
0,Position_4,18,G1,1.0,172,214357.0,389385.0,MIA_KC_htb1_mCitrine_labeled,mother,10.0,23.0,157.0,214357.0,16.0,-8.0,214357.0,0.0,-23.0,53.0,-24.0,1st ($n_1$=48),47
0,Position_4,20,G1,1.0,172,236523.0,445499.0,MIA_KC_htb1_mCitrine_labeled,mother,1.0,21.0,156.0,236523.0,17.0,-5.0,236523.0,0.0,-21.0,33.0,-15.0,1st ($n_1$=48),48
0,Position_4,22,G1,1.0,172,245704.0,278999.0,MIA_KC_htb1_mCitrine_labeled,mother,12.0,21.0,170.0,245704.0,3.0,-19.0,245704.0,0.0,-21.0,39.0,-57.0,1st ($n_1$=48),25
0,Position_4,1,S,7.0,173,460783.0,11596.0,MIA_KC_htb1_mCitrine_labeled,mother,27.0,25.0,163.0,460783.0,11.0,11.0,472379.0,11596.0,-6.0,26.0,33.0,2+ ($n_2$=89),89
0,Position_4,2,S,4.0,173,423767.0,10122.000000000002,MIA_KC_htb1_mCitrine_labeled,mother,24.0,56.0,158.0,423767.0,16.0,16.0,433889.0,10122.000000000002,-5.0,57.0,48.0,2+ ($n_2$=89),87
0,Position_4,3,S,7.0,173,421573.0,27652.0,MIA_KC_htb1_mCitrine_labeled,mother,25.0,38.0,160.0,421573.0,14.0,14.0,449225.0,27652.0,-9.0,39.0,42.0,2+ ($n_2$=89),89
0,Position_4,4,G1,4.0,173,272442.0,231260.0,MIA_KC_htb1_mCitrine_labeled,mother,23.0,13.0,170.0,272442.0,4.0,-10.0,272442.0,0.0,-13.0,22.0,-30.0,2+ ($n_2$=89),36
0,Position_4,6,S,3.0,173,295942.0,1506.0,MIA_KC_htb1_mCitrine_labeled,mother,29.0,25.0,173.0,295942.0,1.0,1.0,297448.0,1506.0,-7.0,26.0,3.0,2+ ($n_2$=89),89
0,Position_4,10,S,2.0,173,401880.0,9170.000000000002,MIA_KC_htb1_mCitrine_labeled,mother,26.0,29.0,163.0,401880.0,11.0,11.0,411050.0,9170.000000000002,-5.0,30.0,33.0,2+ ($n_2$=89),89
0,Position_4,12,G1,2.0,173,279929.0,261504.0,MIA_KC_htb1_mCitrine_labeled,mother,22.0,4.0,170.0,279929.0,4.0,-1.0,279929.0,0.0,-4.0,31.0,-3.0,2+ ($n_2$=89),88
0,Position_4,17,S,1.0,173,311405.0,1973.0,MIA_KC_htb1_mCitrine_labeled,mother,28.0,30.0,164.0,311405.0,10.0,10.0,313378.0,1973.0,-13.0,31.0,30.0,1st ($n_1$=48),48
0,Position_4,18,G1,1.0,173,222683.0,401880.0,MIA_KC_htb1_mCitrine_labeled,mother,10.0,23.0,157.0,222683.0,17.0,-7.0,222683.0,0.0,-23.0,53.0,-21.0,1st ($n_1$=48),47
0,Position_4,20,G1,1.0,173,236211.0,460783.0,MIA_KC_htb1_mCitrine_labeled,mother,1.0,21.0,156.0,236211.0,18.0,-4.0,236211.0,0.0,-21.0,33.0,-12.0,1st ($n_1$=48),48
0,Position_4,22,G1,1.0,173,261504.0,279929.0,MIA_KC_htb1_mCitrine_labeled,mother,12.0,21.0,170.0,261504.0,4.0,-18.0,261504.0,0.0,-21.0,39.0,-54.0,1st ($n_1$=48),28
0,Position_4,1,S,7.0,174,477302.0,10951.999999999998,MIA_KC_htb1_mCitrine_labeled,mother,27.0,25.0,163.0,477302.0,12.0,12.0,488254.0,10951.999999999998,-6.0,26.0,36.0,2+ ($n_2$=89),89
