Position_n,frame_i_yeaz,Cell_ID,is_cell_dead_yeaz,is_cell_excluded_yeaz,x_centroid_yeaz,y_centroid_yeaz,editIDclicked_x_yeaz,editIDclicked_y_yeaz,editIDnewID_yeaz,cell_cycle_stage_yeaz,generation_num_yeaz,relative_ID_yeaz,relationship_yeaz,emerg_frame_i_yeaz,division_frame_i_yeaz,is_history_known_yeaz,corrected_assignment_yeaz,cell_area_pxl_yeaz,cell_vol_vox_yeaz,cell_area_um2_yeaz,cell_vol_fl_yeaz,frame_i_cellpose,is_cell_dead_cellpose,is_cell_excluded_cellpose,x_centroid_cellpose,y_centroid_cellpose,editIDclicked_x_cellpose,editIDclicked_y_cellpose,editIDnewID_cellpose,cell_cycle_stage_cellpose,generation_num_cellpose,relative_ID_cellpose,relationship_cellpose,emerg_frame_i_cellpose,division_frame_i_cellpose,is_history_known_cellpose,corrected_assignment_cellpose,cell_area_pxl_cellpose,cell_vol_vox_cellpose,cell_area_um2_cellpose,cell_vol_fl_cellpose
Position_1,0,1,False,False,550,62,,,-1,G1,2,-1,mother,-1,-1,False,False,2961,115933.2837,15.56203892,44.17232629,0,False,False,549,65,,,-1,S,2,2,mother,-1,-1,False,False,3204,131698.7629,16.83916673,50.17921118
Position_1,0,2,False,False,592,63,,,-1,G1,2,-1,mother,-1,-1,False,False,523,8394.90399,2.748715418,3.198584793,0,False,False,590,63,,,-1,S,0,1,bud,-1,-1,False,False,310,3616.461631,1.629257705,1.377926322
Position_1,0,3,False,False,486,82,,,-1,G1,2,-1,mother,-1,-1,False,False,2829,104418.3995,14.86829048,39.78498206,0,False,False,491,86,,,-1,G1,2,-1,mother,-1,-1,False,False,3113,119780.8115,16.36090076,45.6382923
Position_1,0,4,False,False,584,103,,,-1,G1,2,-1,mother,-1,-1,False,False,1733,48881.30256,9.108076138,18.62451211,0,False,False,580,102,,,-1,S,0,5,bud,-1,-1,False,False,1766,51515.58295,9.281513248,19.62821259
Position_1,0,5,False,False,533,134,,,-1,G1,2,-1,mother,-1,-1,False,False,3726,151505.9063,19.58262648,57.72603097,0,False,False,528,131,,,-1,S,2,4,mother,-1,-1,False,False,3843,164895.2577,20.19753987,62.82757544
Position_1,0,6,False,False,460,147,,,-1,G1,2,-1,mother,-1,-1,False,False,4898,240971.3766,25.74227174,91.81372194,0,False,False,461,146,,,-1,S,2,7,mother,-1,-1,False,False,4304,208612.6113,22.62040375,79.48454526
Position_1,0,7,False,False,435,202,,,-1,G1,2,-1,mother,-1,-1,False,False,2019,65678.99195,10.61119776,25.02468463,0,False,False,436,200,,,-1,S,0,6,bud,-1,-1,False,False,1798,52882.0065,9.449694689,20.14884053
Position_1,0,8,False,False,305,311,,,-1,G1,2,-1,mother,-1,-1,False,False,3219,133938.3159,16.91800178,51.03251461,0,False,False,306,312,,,-1,S,2,9,mother,-1,-1,False,False,2846,109572.6068,14.95763687,41.74881264
Position_1,0,9,False,False,327,367,,,-1,G1,2,-1,mother,-1,-1,False,False,2447,86886.31145,12.86062453,33.10499261,0,False,False,326,366,,,-1,S,0,8,bud,-1,-1,False,False,2175,69088.16348,11.43108228,26.3236303
Position_1,0,10,False,False,223,449,,,-1,G1,2,-1,mother,-1,-1,False,False,875,17717.96419,4.598711264,6.750811074,0,False,False,225,451,,,-1,S,0,11,bud,-1,-1,False,False,1074,25802.98221,5.644589597,9.831324648
Position_1,0,11,False,False,268,466,,,-1,G1,2,-1,mother,-1,-1,False,False,3770,164866.6485,19.81387596,62.81667489,0,False,False,269,468,,,-1,S,2,10,mother,-1,-1,False,False,3424,147703.8808,17.99541413,56.27740205
Position_1,0,12,False,False,308,520,,,-1,G1,2,-1,mother,-1,-1,False,False,2768,107750.5742,14.5476946,41.0545908,0,False,False,304,519,,,-1,S,2,17,mother,-1,-1,False,False,2745,102851.6046,14.42681419,39.18800963
Position_1,0,13,False,False,246,532,,,-1,G1,2,-1,mother,-1,-1,False,False,3630,150086.9064,19.07808216,57.18537067,0,False,False,248,530,,,-1,S,2,14,mother,-1,-1,False,False,3438,144669.7417,18.06899352,55.12134938
Position_1,0,14,False,False,251,585,,,-1,G1,2,-1,mother,-1,-1,False,False,1648,47443.08092,8.661344186,18.07652802,0,False,False,252,584,,,-1,S,0,13,bud,-1,-1,False,False,1520,41689.84642,7.988618424,15.88445906
Position_1,0,15,False,False,403,752,,,-1,G1,2,-1,mother,-1,-1,False,False,4309,201339.1765,22.6466821,76.71325711,0,False,False,402,752,,,-1,S,2,16,mother,-1,-1,False,False,3750,163633.892,19.70876256,62.3469761
Position_1,0,16,False,False,380,795,,,-1,G1,2,-1,mother,-1,-1,False,False,790,16124.366,4.151979313,6.143626174,0,False,False,380,795,,,-1,S,0,15,bud,-1,-1,False,False,982,22704.84901,5.161067956,8.650889258
Position_1,0,17,False,False,305,555,,,-1,G1,2,-1,mother,-1,-1,False,False,206,1864.962051,1.082668023,0.710578616,0,False,False,304,554,,,-1,S,0,12,bud,-1,-1,False,False,244,2268.99027,1.282383484,0.864519449
Position_2,0,1,False,False,239,249,,,-1,G1,2,-1,mother,-1,-1,False,False,4217,189662.3599,22.16316046,72.26421421,0,False,False,238,250,,,-1,S,2,2,mother,-1,-1,False,False,3671,160770.3382,19.29356463,61.255919
Position_2,0,2,False,False,236,309,,,-1,G1,2,-1,mother,-1,-1,False,False,2520,92381.34895,13.24428844,35.19868461,0,False,False,237,310,,,-1,S,0,1,bud,-1,-1,False,False,2310,80719.96075,12.14059774,30.75552016
Position_2,0,3,False,False,733,328,,,-1,G1,2,-1,mother,-1,-1,False,False,4840,243741.086,25.43744288,92.8690229,0,False,False,733,328,,,-1,G1,2,-1,mother,-1,-1,False,False,4117,193161.0066,21.63759346,73.59725125
Position_2,0,4,False,False,366,377,,,-1,G1,2,-1,mother,-1,-1,False,False,3425,138223.2614,18.0006698,52.66514334,0,False,False,367,381,,,-1,S,2,5,mother,-1,-1,False,False,3210,134639.1866,16.87070075,51.29955687
Position_2,0,5,False,False,319,403,,,-1,G1,2,-1,mother,-1,-1,False,False,1403,38105.15127,7.373705032,14.51863625,0,False,False,323,405,,,-1,S,0,4,bud,-1,-1,False,False,1404,39280.03082,7.378960702,14.96628304
Position_2,0,6,False,False,421,414,,,-1,G1,2,-1,mother,-1,-1,False,False,2425,86386.9704,12.74499979,32.91473615,0,False,False,417,416,,,-1,S,2,7,mother,-1,-1,False,False,2593,93245.11541,13.62795235,35.52779264
Position_2,0,7,False,False,467,441,,,-1,G1,2,-1,mother,-1,-1,False,False,2081,67952.36471,10.9370493,25.89087387,0,False,False,464,442,,,-1,S,0,6,bud,-1,-1,False,False,1892,58432.31925,9.94372767,22.26359324
Position_2,0,8,False,False,361,449,,,-1,G1,2,-1,mother,-1,-1,False,False,5588,308036.7261,29.36868405,117.3666297,0,False,False,364,449,,,-1,G1,2,-1,mother,-1,-1,False,False,4843,243694.7572,25.45320989,92.85137096
Position_2,0,9,False,False,425,483,,,-1,G1,2,-1,mother,-1,-1,False,False,3418,131762.7445,17.96388011,50.20358916,0,False,False,422,478,,,-1,G1,2,-1,mother,-1,-1,False,False,3445,139769.7461,18.10578321,53.25437727
Position_2,0,10,False,False,352,520,,,-1,G1,2,-1,mother,-1,-1,False,False,3411,146185.2717,17.92709042,55.69878911,0,False,False,352,519,,,-1,G1,2,-1,mother,-1,-1,False,False,3019,118185.1458,15.86686778,45.03031965
Position_2,0,11,False,False,63,635,,,-1,G1,2,-1,mother,-1,-1,False,False,4889,252725.3713,25.69497071,96.29217088,0,False,False,63,635,,,-1,S,2,12,mother,-1,-1,False,False,4320,209013.7855,22.70449447,79.63739867
Position_2,0,12,False,False,49,690,,,-1,G1,2,-1,mother,-1,-1,False,False,1552,43758.15859,8.156799865,16.67251714,0,False,False,50,690,,,-1,S,0,11,bud,-1,-1,False,False,1436,40279.78484,7.547142143,15.34720438
Position_3,0,1,False,False,370,58,,,-1,G1,2,-1,mother,-1,-1,False,False,4162,186213.3352,21.87409861,70.95008387,0,False,False,369,59,,,-1,S,2,3,mother,-1,-1,False,False,3992,185259.6095,20.9806347,70.58670001
Position_3,0,2,False,False,306,88,,,-1,G1,2,-1,mother,-1,-1,False,False,4121,189651.3218,21.65861614,72.26000854,0,False,False,309,88,,,-1,G1,2,-1,mother,-1,-1,False,False,4042,184416.4284,21.2434182,70.26543535
Position_3,0,3,False,False,369,108,,,-1,G1,2,-1,mother,-1,-1,False,False,705,12603.83037,3.705247361,4.802249104,0,False,False,369,109,,,-1,S,0,1,bud,-1,-1,False,False,1128,28150.06322,5.928395778,10.72559784
Position_3,0,4,False,False,413,114,,,-1,G1,2,-1,mother,-1,-1,False,False,2802,101847.8342,14.72638738,38.805558,0,False,False,410,112,,,-1,G1,2,-1,mother,-1,-1,False,False,2622,91744.09961,13.78036678,34.95588302
Position_3,0,5,False,False,343,149,,,-1,G1,2,-1,mother,-1,-1,False,False,4257,182318.5029,22.37338726,69.46609414,0,False,False,341,149,,,-1,G1,2,-1,mother,-1,-1,False,False,3791,167116.3325,19.92424503,63.67383835
Position_3,0,6,False,False,569,168,,,-1,G1,2,-1,mother,-1,-1,False,False,4062,186347.2974,21.3485316,71.00112548,0,False,False,571,170,,,-1,S,2,7,mother,-1,-1,False,False,3587,153031.3399,18.85208835,58.30724416
Position_3,0,7,False,False,525,180,,,-1,G1,2,-1,mother,-1,-1,False,False,262,3165.193907,1.376985544,1.205986526,0,False,False,532,180,,,-1,S,0,6,bud,-1,-1,False,False,456,6405.100308,2.396585527,2.440439637
Position_3,0,8,False,False,310,185,,,-1,G1,2,-1,mother,-1,-1,False,False,202,2050.186448,1.061645343,0.781151899,0,False,False,315,183,,,-1,S,0,11,bud,-1,-1,False,False,223,1804.80316,1.172014414,0.687657173
Position_3,0,9,False,False,630,194,,,-1,G1,2,-1,mother,-1,-1,False,False,2971,112555.3982,15.61459562,42.88530106,0,False,False,627,196,,,-1,S,2,14,mother,-1,-1,False,False,2975,117352.4806,15.6356183,44.71306168
Position_3,0,10,False,False,537,208,,,-1,G1,2,-1,mother,-1,-1,False,False,594,10241.22457,3.12186799,3.902060727,0,False,False,540,209,,,-1,S,0,13,bud,-1,-1,False,False,685,12992.8352,3.600133961,4.950465797
Position_3,0,11,False,False,340,210,,,-1,G1,2,-1,mother,-1,-1,False,False,3544,132783.9816,18.62609454,50.59269587,0,False,False,342,207,,,-1,S,2,8,mother,-1,-1,False,False,3239,125160.3409,17.02311518,47.68797397
Position_3,0,12,False,False,401,217,,,-1,G1,2,-1,mother,-1,-1,False,False,2171,74426.46275,11.4100596,28.35760269,0,False,False,399,216,,,-1,G1,2,-1,mother,-1,-1,False,False,1970,63047.7482,10.35366993,24.02214115
Position_3,0,13,False,False,579,241,,,-1,G1,2,-1,mother,-1,-1,False,False,4449,202955.6475,23.3824759,77.32915689,0,False,False,579,239,,,-1,S,2,10,mother,-1,-1,False,False,4453,214042.7902,23.40349858,81.55352517
Position_3,0,14,False,False,639,246,,,-1,G1,2,-1,mother,-1,-1,False,False,1359,36542.77581,7.142455552,13.92334768,0,False,False,638,243,,,-1,S,0,9,bud,-1,-1,False,False,1357,36495.55723,7.131944212,13.90535669
Position_3,0,16,False,False,419,428,,,-1,G1,2,-1,mother,-1,-1,False,False,3289,137945.6483,17.28589868,52.55936856,0,False,False,419,429,,,-1,G1,2,-1,mother,-1,-1,False,False,2950,117104.4754,15.50422655,44.61856797
Position_3,0,17,False,False,575,657,,,-1,G1,2,-1,mother,-1,-1,False,False,3181,118227.928,16.71828632,45.04662029,0,False,False,576,659,,,-1,G1,2,-1,mother,-1,-1,False,False,2978,113047.8136,15.65138531,43.07291874
Position_3,0,18,False,False,582,725,,,-1,G1,2,-1,mother,-1,-1,False,False,6133,346877.8624,32.23302421,132.1656873,0,False,False,583,724,,,-1,S,2,20,mother,-1,-1,False,False,5278,283416.7028,27.73942634,107.9860302
Position_3,0,19,False,False,361,780,,,-1,G1,2,-1,mother,-1,-1,False,False,5942,340717.9568,31.22919124,129.8186705,0,False,False,362,781,,,-1,G1,2,-1,mother,-1,-1,False,False,5204,275861.821,27.35050676,105.1075065
Position_3,0,20,False,False,584,787,,,-1,G1,2,-1,mother,-1,-1,False,False,1690,49903.2438,8.882082327,19.0138871,0,False,False,584,785,,,-1,S,0,18,bud,-1,-1,False,False,1641,48550.09203,8.624554496,18.49831591
Position_3,0,22,False,False,552,301,,,-1,G1,2,-1,mother,-1,-1,False,False,3694,162831.6154,19.41444504,62.04129667,0,False,False,553,301,,,-1,S,2,23,mother,-1,-1,False,False,3276,137781.8772,17.21757497,52.49696929
Position_3,0,23,False,False,530,266,,,-1,G1,2,-1,mother,-1,-1,False,False,170,1523.788246,0.893463903,0.58058626,0,False,False,533,266,,,-1,S,0,22,bud,-1,-1,False,False,343,4338.860087,1.802694815,1.653171008
Position_4,0,1,False,False,461,111,,,-1,G1,2,-1,mother,-1,-1,False,False,2453,80699.46278,12.89215855,30.74771013,0,False,False,462,114,,,-1,G1,2,-1,mother,-1,-1,False,False,2367,77101.55447,12.44017093,29.3768529
Position_4,0,2,False,False,424,155,,,-1,G1,2,-1,mother,-1,-1,False,False,3749,164989.9069,19.70350689,62.86363821,0,False,False,427,156,,,-1,S,2,5,mother,-1,-1,False,False,3415,143974.2174,17.9481131,54.85634414
Position_4,0,3,False,False,486,170,,,-1,G1,2,-1,mother,-1,-1,False,False,2688,99082.4039,14.127241,37.75188742,0,False,False,484,171,,,-1,G1,2,-1,mother,-1,-1,False,False,2753,101362.3831,14.46885955,38.62059383
Position_4,0,4,False,False,534,209,,,-1,G1,2,-1,mother,-1,-1,False,False,3946,180681.8759,20.73887388,68.84251461,0,False,False,533,211,,,-1,S,2,6,mother,-1,-1,False,False,3734,162434.9846,19.62467184,61.89017434
Position_4,0,5,False,False,431,217,,,-1,G1,2,-1,mother,-1,-1,False,False,2467,90518.11393,12.96573793,34.48876402,0,False,False,432,217,,,-1,S,0,2,bud,-1,-1,False,False,2184,72062.33426,11.47838331,27.45683414
Position_4,0,6,False,False,589,243,,,-1,G1,2,-1,mother,-1,-1,False,False,2462,86694.13044,12.93945958,33.03176875,0,False,False,586,244,,,-1,S,0,4,bud,-1,-1,False,False,2388,82105.41088,12.55054,31.28339752
Position_4,0,7,False,False,486,254,,,-1,G1,2,-1,mother,-1,-1,False,False,2913,113264.8453,15.30976676,43.15561107,0,False,False,489,253,,,-1,G1,2,-1,mother,-1,-1,False,False,2920,114952.0262,15.34655645,43.7984524
Position_4,0,8,False,False,547,282,,,-1,G1,2,-1,mother,-1,-1,False,False,3362,138412.8637,17.66956259,52.73738466,0,False,False,545,279,,,-1,S,2,9,mother,-1,-1,False,False,3406,139876.7036,17.90081207,53.29512972
Position_4,0,9,False,False,554,340,,,-1,G1,2,-1,mother,-1,-1,False,False,2808,108803.7036,14.7579214,41.45584895,0,False,False,554,340,,,-1,S,0,8,bud,-1,-1,False,False,2473,89116.8354,12.99727195,33.95485581
Position_4,0,10,False,False,311,544,,,-1,G1,2,-1,mother,-1,-1,False,False,5270,271637.3073,27.69738098,103.4979032,0,False,False,312,545,,,-1,S,2,11,mother,-1,-1,False,False,4540,227012.5124,23.86074187,86.49518454
Position_4,0,11,False,False,356,573,,,-1,G1,2,-1,mother,-1,-1,False,False,533,8351.25772,2.801272119,3.181954907,0,False,False,353,573,,,-1,S,0,10,bud,-1,-1,False,False,786,15311.44771,4.130956633,5.833892067
Position_4,0,12,False,False,318,614,,,-1,G1,2,-1,mother,-1,-1,False,False,3594,150951.4917,18.88887804,57.51479068,0,False,False,318,614,,,-1,S,2,13,mother,-1,-1,False,False,3461,149693.0948,18.18987393,57.03532252
Position_4,0,13,False,False,263,652,,,-1,G1,2,-1,mother,-1,-1,False,False,2587,87651.83124,13.59641833,33.39666717,0,False,False,266,653,,,-1,S,0,12,bud,-1,-1,False,False,2647,90426.67424,13.91175853,34.45392412
Position_4,0,14,False,False,319,681,,,-1,G1,2,-1,mother,-1,-1,False,False,4160,189356.4511,21.86358727,72.14765834,0,False,False,318,680,,,-1,G1,2,-1,mother,-1,-1,False,False,3949,183199.511,20.75464089,69.80177149
Position_4,0,15,False,False,317,746,,,-1,G1,2,-1,mother,-1,-1,False,False,2964,112359.1873,15.57780593,42.81054177,0,False,False,318,746,,,-1,G1,2,-1,mother,-1,-1,False,False,2682,96319.48923,14.09570698,36.69917534
Position_5,0,1,False,False,73,114,,,-1,G1,2,-1,mother,-1,-1,False,False,1761,51503.11005,9.255234898,19.62346023,0,False,False,76,114,,,-1,S,0,11,bud,-1,-1,False,False,1834,52105.15643,9.638898809,19.85284896
Position_5,0,2,False,False,125,134,,,-1,G1,2,-1,mother,-1,-1,False,False,3776,169964.7201,19.84540998,64.7591169,0,False,False,125,134,,,-1,G1,2,-1,mother,-1,-1,False,False,3758,171125.7063,19.75080792,65.20147014
Position_5,0,3,False,False,490,257,,,-1,G1,2,-1,mother,-1,-1,False,False,3818,168750.3514,20.06614812,64.29642415,0,False,False,490,258,,,-1,S,2,4,mother,-1,-1,False,False,3303,139272.7608,17.35947806,53.06501839
Position_5,0,4,False,False,437,282,,,-1,G1,2,-1,mother,-1,-1,False,False,1936,60998.37344,10.17497715,23.24129852,0,False,False,442,283,,,-1,S,0,3,bud,-1,-1,False,False,1936,62173.17645,10.17497715,23.68891615
Position_5,0,5,False,False,479,319,,,-1,G1,2,-1,mother,-1,-1,False,False,3207,122270.5192,16.85493374,46.58690842,0,False,False,478,318,,,-1,G1,2,-1,mother,-1,-1,False,False,3067,117930.0005,16.11913994,44.93310546
Position_5,0,6,False,False,559,647,,,-1,G1,2,-1,mother,-1,-1,False,False,3596,150180.3909,18.89938938,57.22098966,0,False,False,560,649,,,-1,G1,2,-1,mother,-1,-1,False,False,3137,123575.1502,16.48703684,47.08399246
