Position_n,frame_i,Cell_ID,time_seconds,is_cell_dead,is_cell_excluded,x_centroid,y_centroid,editIDclicked_x,editIDclicked_y,editIDnewID,cell_cycle_stage,generation_num,relative_ID,relationship,emerg_frame_i,division_frame_i,is_history_known,corrected_assignment,cell_area_pxl,cell_vol_vox,cell_area_um2,cell_vol_fl,FITC_mean,phase_contr_mean,FITC_median,phase_contr_median,FITC_min,phase_contr_min,FITC_max,phase_contr_max,FITC_sum,phase_contr_sum,FITC_q25,phase_contr_q25,FITC_q75,phase_contr_q75,FITC_q05,phase_contr_q05,FITC_q95,phase_contr_q95,FITC_amount_autoBkgr,phase_contr_amount_autoBkgr,FITC_amount_dataPrepBkgr,phase_contr_amount_dataPrepBkgr
Position_45,0,39,0,0,0,401,434,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,867,18808.97699,39.92808972,185.8892726,310.9469435,2653.703576,311,2625,251,2243,366,3257,269591,2300761,300,2516.5,322,2774.5,284,2387.9,337,2983.6,5156,252907,0,0
Position_45,0,42,0,0,0,101,454,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1124,27816.88342,51.76375184,274.9144852,357.6040925,2561.041815,357,2545,292,2192,409,3102,401947,2878611,344,2450.75,370,2663,327,2334.3,388,2829.7,59127,223723,0,0
Position_45,0,43,0,0,0,300,462,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1069,25257.30992,49.23082804,249.6181995,313.7006548,2617.383536,313,2595,269,2232,365,3308,335346,2797983,303,2508,324,2714,289,2375,339,2925.2,9301,273005,0,0
Position_45,0,44,0,0,0,381,464,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,893,18881.91,41.12547188,186.6100702,313.5923852,2670.569989,313,2634,269,2213,364,3348,280038,2384819,303,2522,323,2790,290.6,2380.4,338.4,3092.2,7673,275553,0,0
Position_45,0,45,0,0,0,482,490,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1031,24432.97716,47.48080796,241.471312,290.2308438,2586.347236,290,2563,243,2203,379,2991,299228,2666524,279,2494.5,301,2663.5,267,2398,316,2852.5,-15227,231302,0,0
Position_45,0,47,0,0,0,152,283,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,789,15316.07096,36.33594324,151.368854,305.6907478,2420.272497,305,2454,226,1977,442,2976,241190,1909595,295,2282,316,2540,279,2085.2,332.6,2705,545,45977,0,0
Position_46,0,3,0,0,0,116,13,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,858,17114.33077,39.51361128,169.1410703,338.45338,2539.040793,336,2518.5,293,2122,396,3071,290393,2178497,328,2407,347.75,2641.75,313,2264,370,2882.15,20123,156191,0,0
Position_46,0,9,0,0,0,181,104,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,982,19776.52293,45.22420312,195.451537,365.314664,2486.808554,366,2480,238,2254,428,2813,358739,2442046,353,2417.25,377,2542,336,2351,395.95,2649,49409,127472,0,0
Position_46,0,11,0,0,0,283,116,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1186,29955.05456,54.61904776,296.046048,324.2596965,2458.620573,325,2457,280,2229,378,2767,384572,2915924,314,2391.25,334,2524.75,299,2308.25,350,2610.75,10982,120522,0,0
Position_46,0,12,0,0,0,169,132,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1256,32332.04963,57.84276896,319.5379095,357.3630573,2354.566879,357,2337,304,2152,439,2799,448848,2957336,344,2274,370,2419.25,327,2217,389,2550.25,53208,-3056,0,0
Position_46,0,13,0,0,0,213,136,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1286,32986.24882,59.22436376,326.0033655,379.533437,2593.68196,380,2588,332,2268,443,3052,488080,3335475,367,2489,392,2679.75,351,2375.25,409,2863,82990,304373,0,0
Position_46,0,14,0,0,0,174,167,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,773,15018.09985,35.59909268,148.424003,359.2043984,2570.32859,359,2567,308,2251,420,2870,277665,1986864,346,2501,372,2646,330,2384.2,390,2758.2,34170,164903,0,0
Position_46,0,16,0,0,0,377,178,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1202,30772.01013,55.35589832,304.1200265,348.7004992,2600.848586,348,2599,283,2202,473,3113,419138,3126220,336,2507.25,361,2690.5,319,2373.1,382,2827,40508,293106,0,0
Position_46,0,19,0,0,0,439,200,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1317,35384.24832,60.65201172,349.702814,363.7403189,2642.898254,363,2617,305,2322,440,3089,479046,3480697,350,2519,376,2748,334,2427,395,2938.2,64191,376528,0,0
Position_46,0,20,0,0,0,133,217,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1092,25708.21009,50.29005072,254.0744495,355.0531136,2513.932234,355,2503,261,2253,420,2875,387718,2745214,343,2442,368,2576.25,322.55,2370,388,2696,43738,171370,0,0
Position_46,0,22,0,0,0,190,223,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1234,31231.5067,56.82959944,308.6612349,358.9927066,2660.100486,359.5,2653,290,2180,430,3139,442997,3282564,346.25,2544,372,2767.75,327,2403,387,2946.05,54287,374026,0,0
Position_46,0,23,0,0,0,408,227,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1129,26773.05823,51.99401764,264.5983523,356.1434898,2591.364039,355,2576,289,2189,420,3041,402086,2925650,344,2489,369,2689,327,2368.6,387.6,2861.6,46451,264597,0,0
Position_46,0,26,0,0,0,465,266,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,758,15139.57263,34.90829528,149.6245194,335.1886544,2662.05409,335,2635,292,2240,402,3296,254073,2017837,323,2525.25,346,2773,308,2372,364,3049,15303,231231,0,0
Position_46,0,27,0,0,0,312,278,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1169,28413.187,53.83614404,280.8077583,386.358426,2745.019675,386,2729,330,2179,461,3577,451653,3208928,373,2595,400,2868,355.4,2431.4,418,3133.2,83418,453595,0,0
Position_46,0,31,0,0,0,470,317,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,922,20501.2717,42.46101352,202.6142351,338.3579176,2613.684382,338,2600,289,2266,400,3024,311966,2409817,326,2493.25,350,2723,310,2396.05,367,2882.9,21536,236663,0,0
Position_46,0,32,0,0,0,500,321,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,607,9625.829058,27.95426812,95.13214689,332.6721582,2779.237232,327,2729,304,2260,392,3395,201932,1686997,320,2568.5,341.5,2986,314,2416.5,368.7,3225.7,10727,256298,0,0
Position_46,0,33,0,0,0,280,342,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1139,27008.4589,52.45454924,266.924819,343.7058824,2660.0518,343,2649,290,2205,416,3298,391481,3029799,331,2556,356,2749,316.9,2419.9,374,2949,32696,345176,0,0
Position_46,0,36,0,0,0,239,398,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1093,25359.45057,50.33610388,250.6276563,348.1171089,2599.68893,347,2585,296,2205,404,3365,380492,2841460,335,2500,361,2685,320,2386,378,2871.8,36197,265259,0,0
Position_46,0,37,0,0,0,132,440,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1088,25571.00679,50.10583808,252.7184681,331.7867647,2551.068934,331,2533.5,277,2084,396,3213,360984,2775563,320,2431.75,342,2652,306,2306.35,360,2864.3,18264,211147,0,0
Position_46,0,38,0,0,0,306,441,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1210,29688.66125,55.7243236,293.4132807,328.5322314,2571.107438,328,2559,272,2239,386,3081,397524,3111040,317,2477.25,339,2655,303,2364.45,355,2811.55,16374,259070,0,0
Position_46,0,39,0,0,0,423,442,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1197,30136.04009,55.12563252,297.8347294,333.8045113,2582.390142,333,2575,284,2183,386,3007,399564,3091121,323,2500,345,2659,307.8,2398,361,2797.4,22509,269792,0,0
Position_46,0,40,0,0,0,459,448,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1071,24777.03449,49.32293436,244.8716334,329.8748833,2687.766573,330,2649,250,2267,389,3399,353296,2878598,319,2520.5,341.5,2836,302,2408.5,356,3076.5,15931,354251,0,0
Position_46,0,42,0,0,0,358,477,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1483,32502.11775,68.29683628,321.2186942,322.3425489,2555.010789,322,2540,272,2273,390,2958,478034,3789081,312,2461,332,2635.5,297,2383.1,349,2780,10889,293650,0,0
Position_46,0,44,0,0,0,187,493,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1400,34795.12949,64.474424,343.8805479,352.1785714,2608.719286,351,2585,285,2253,422,3305,493050,3652207,338,2505,365,2687,324,2391,385,2918.05,52050,352407,0,0
Position_46,0,47,0,0,0,211,185,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1539,43845.22986,70.87581324,433.3227634,385.8219623,2634.376868,386,2611,324,2163,460,3455,593780,4054306,369,2491.5,402,2751,349,2355,426,2992.1,108995,426883,0,0
Position_46,0,48,0,0,0,465,383,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,678,12804.35365,31.22404248,126.5455313,311.8908555,2642.738938,312,2651.5,276,2208,354,3070,211462,1791777,302,2493.5,322,2793.75,288,2338.85,337.15,2926.15,-2108,193731,0,0
Position_47,0,5,0,0,0,336,36,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1189,27414.7718,54.75720724,270.9404127,389.0874685,2583.023549,388,2566,340,2149,461,3051,462625,3071215,375,2472,402,2682,359,2357,422.6,2868.6,72633,254474,0,0
Position_47,0,6,0,0,0,389,44,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1123,27762.4264,51.71769868,274.376286,355.0240427,2462.940338,357,2453,240,2208,422,2859,398692,2765882,342,2400.5,370,2517,316.1,2326,389,2628.8,30348,105495,0,0
Position_47,0,8,0,0,0,172,58,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1261,33410.93896,58.07303476,330.2005815,341.9540048,2465.724822,342,2457,253,2036,411,3041,431204,3109279,331,2325,353,2592,315,2160,370,2795,17596,121970,0,0
Position_47,0,12,0,0,0,211,125,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1519,42830.13717,69.95475004,423.2905941,372.8071099,2599.699144,372,2592,313,2195,444,3049,566294,3948943,358,2503,386,2687.5,342,2399,406,2838,68062,350432,0,0
Position_47,0,14,0,0,0,283,132,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1094,25504.82473,50.38215704,252.0643903,361.9058501,2559.75777,361,2551.5,313,2139,486,2965,395925,2800375,350,2473,374,2642.75,334,2358.65,390,2791,37093,208689,0,0
Position_47,0,17,0,0,0,214,165,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,982,20882.54994,45.22420312,206.3824109,383.3004073,2727.614053,383,2711.5,305,2233,460,3415,376401,2678517,371,2570,394,2848.5,354,2415.15,413,3157.65,54305,352159,0,0
Position_47,0,19,0,0,0,173,167,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1052,24569.35746,48.44792432,242.8191597,374.378327,2659.292776,374,2641.5,328,2231,436,3407,393846,2797576,363,2524,385,2785,347,2373.75,403,2981.15,48790,305388,0,0
Position_47,0,20,0,0,0,311,172,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1095,25390.76966,50.4282102,250.9371831,349.8374429,2643.242922,350,2640,277,2254,421,3095,383072,2894351,339,2534,361,2739,320.7,2376.7,379,2934,23912,300296,0,0
Position_47,0,21,0,0,0,420,171,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1275,32637.26041,58.717779,322.5543102,316.2847059,2500.11451,315,2492,263,2308,401,2831,403263,3187646,305,2431.5,327,2558.5,289,2368,347,2674.6,-14937,167171,0,0
Position_47,0,23,0,0,0,101,204,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1608,44900.75105,74.05348128,443.7544879,446.2058458,2863.350124,445,2826,363,1765,538,4095,717499,4604267,425,2571.75,468,3072,402,2261.35,494,3709.6,190075,794915,0,0
Position_47,0,24,0,0,0,472,206,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1049,23852.78856,48.30976484,235.7373035,325.907531,2662.471878,325,2640,277,2245,381,3108,341877,2792933,314,2546,337,2762,300,2435,354,2959.2,-2195,307852,0,0
Position_47,0,25,0,0,0,440,232,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1415,38920.53057,65.1652214,384.6519202,333.4996466,2575.661484,333,2557,287,2243,421,3097,471902,3644561,322,2476,343.5,2653,308,2366,361,2846,7782,292426,0,0
Position_47,0,28,0,0,0,305,277,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1276,33876.70885,58.76383216,334.8037891,321.1128527,2637.841693,321,2611,270,2345,379,3295,409740,3365886,311,2529,331,2715.25,296,2425.5,347,2934,-8788,343042,0,0
Position_47,0,30,0,0,0,16,304,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1091,25240.77509,50.24399756,249.4547855,351.6544455,2505.299725,348,2498,304,2294,486,2779,383655,2733282,336,2448,363,2558,326,2381.5,388,2650,25807,148703,0,0
Position_47,0,32,0,0,0,59,322,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1129,25900.36736,51.99401764,255.9735414,363.5456156,2587.524358,363,2570,291,2204,439,3076,410443,2921315,352,2490,375,2667,335,2380.4,394,2856.6,40131,246714,0,0
Position_47,0,33,0,0,0,453,345,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1207,30263.10982,55.58616412,299.0905606,362.7754764,2639.763049,362,2633,292,2249,488,3107,437870,3186194,346,2542,377,2730,326,2415.3,404,2887,41974,326811,0,0
Position_47,0,34,0,0,0,77,372,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1100,26876.76489,50.658476,265.6232861,345.4554545,2523.377273,344,2525,284,2150,414,2887,380001,2775715,334,2433.5,356,2619,319,2294.9,374,2739.05,19201,169815,0,0
Position_47,0,35,0,0,0,467,378,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1142,26440.25233,52.59270872,261.3092289,385.0148862,2548.480736,383,2538,322,2171,456,3091,439687,2910365,370,2434,400,2649,352,2327,421,2810.9,65111,204967,0,0
Position_47,0,38,0,0,0,173,399,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,953,20635.28917,43.88866148,203.9387307,350.7166842,2638.18468,351,2610,291,2202,434,3132,334233,2514190,338,2522,362,2738,321,2407.6,381.4,2964,21649,256533,0,0
Position_47,0,39,0,0,0,134,403,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,984,22583.96453,45.31630944,223.1975052,371.7672764,2620.70122,371,2606.5,326,2235,440,3285,365819,2578770,359,2499,384,2718,341.15,2341.6,405,2972.7,43067,247674,0,0
Position_47,0,40,0,0,0,389,409,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,834,16785.41643,38.40833544,165.8904071,330.3201439,2725.394484,329.5,2704,288,2078,396,3783,275487,2272979,319,2542.25,341,2853,304,2368.3,359,3249,1935,297233,0,0
Position_47,0,41,0,0,0,169,445,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1099,26711.23937,50.61242284,263.987396,375.177434,2586.44404,375,2577,310,2203,437,3088,412320,2842502,364,2486,387,2672,346,2339.7,404,2872.1,51848,238971,0,0
Position_47,0,42,0,0,0,90,451,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1075,25196.72032,49.507147,249.0193919,350.6018605,2581.613953,350,2571,297,2131,415,3165,376897,2775235,339,2462,362,2695.5,323,2294.4,378,2890.9,24297,228560,0,0
Position_47,0,44,0,0,0,497,457,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1031,21610.79784,47.48080796,213.5796909,348.8981571,2561.13676,345,2539,308,2260,427,3031,359714,2640532,336,2475,360,2629.5,329,2395,380,2781.5,21546,198093,0,0
Position_47,0,46,0,0,0,270,497,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1057,22975.86503,48.67819012,227.070661,351.8429518,2620.186377,349,2595,302,2312,411,3232,371898,2769537,339,2510,363,2703,326,2414,389.2,2927,25202,265504,0,0
Position_47,0,49,0,0,0,292,91,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,671,12555.84146,30.90167036,124.0894833,354.7377049,2643.450075,355,2628,302,2037,416,3471,238029,1773755,343,2473.5,367,2785.5,327,2286.5,382.5,3065,17941,184156,0,0
Position_48,0,3,0,0,0,243,37,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1104,27315.51098,50.84268864,269.9594172,332.2717391,2560.549819,332,2555,268,2160,391,3207,366828,2826847,322,2455,343,2659.25,307,2318.3,359,2815.7,17964,205951,0,0
Position_48,0,8,0,0,0,60,78,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1125,26776.10597,51.809805,264.6284732,357.1537778,2517.734222,356,2504,312,2148,423,2985,401798,2832451,345,2412,369,2608,329,2301.4,387,2783.8,46298,161701,0,0
Position_48,0,9,0,0,0,116,119,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,889,18968.62196,40.94125924,187.4670452,338.9021372,2608.435321,338,2594,279,2285,397,3198,301284,2318899,328,2500,351,2699,311,2372.4,367,2898.6,20360,208413,0,0
Position_48,0,10,0,0,0,402,122,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,980,22326.20138,45.1320968,220.6500298,325.5459184,2674.897959,325,2638,272,2241,379,3337,319035,2621400,315,2531,335,2800,302,2388.8,350,3043.05,9355,294880,0,0
Position_48,0,12,0,0,0,82,129,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1246,30853.94003,57.38223736,304.9297403,340.8571429,2444.920546,341,2430,286,1974,393,2996,424708,3046371,330,2335.25,351,2543,315.25,2206,368,2730.75,30972,88367,0,0
Position_48,0,14,0,0,0,316,144,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1072,25296.43355,49.36898752,250.0048586,375.431903,2580.696828,375,2571,323,2189,430,3096,402463,2766507,363,2488,388,2664.25,345,2364,406,2821.45,63711,221579,0,0
Position_48,0,15,0,0,0,202,145,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1133,27797.44101,52.17823028,274.7223356,344.8552515,2646.810238,344,2634,301,2094,403,3711,390721,2998836,333,2519,357,2770,316,2356.2,375,2955.4,32693,309094,0,0
Position_48,0,16,0,0,0,13,162,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,950,19446.28133,43.750502,192.1877566,333.6821053,2587.076842,332,2581.5,295,2250,392,3174,316998,2457723,320,2471,344,2681,311,2348,364,2861.1,16798,202423,0,0
Position_48,0,17,0,0,0,236,183,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1062,25806.89366,48.90845592,255.04974,347.7532957,2666.93597,348,2652.5,283,2210,415,3257,369314,2832286,336,2547,359,2759,319,2396,376.95,3019.9,33722,311098,0,0
Position_48,0,18,0,0,0,365,189,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1221,31833.22032,56.23090836,314.6079754,384.9017199,2639.142506,385,2632,283,2182,445,3124,469965,3222393,371,2527,398,2745,353,2398,418,2907,84129,323739,0,0
Position_48,0,20,0,0,0,454,197,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1060,25616.24323,48.8163496,253.1655403,329.8896226,2596.929245,330,2593,278,2213,392,3121,349683,2752745,318,2511.75,340,2684.5,303.95,2361,357.1,2811.15,14723,236305,0,0
Position_48,0,21,0,0,0,16,218,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1075,25455.20782,49.507147,251.574026,350.3655814,2572.636279,350,2559,302,2220,440,2982,376643,2765584,337,2472,362,2654,324,2371.7,381,2838.3,36943,213534,0,0
Position_48,0,23,0,0,0,343,223,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1211,30119.28526,55.77037676,297.6691413,364.9851363,2631.3782,364,2620,302,2233,426,3171,441997,3186599,350,2526,379.5,2726.5,332,2416.5,401,2890.5,59321,311685,0,0
Position_48,0,24,0,0,0,386,228,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1171,28374.6554,53.92825036,280.4269501,356.146883,2611.027327,356,2604,294,2195,422,3161,417048,3057513,342,2520,369,2701,324,2368.5,390,2878,47012,277559,0,0
Position_48,0,27,0,0,0,20,279,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1447,39281.7865,66.63892252,388.2222156,328.9149965,2491.050449,327,2485,277,2205,387,3301,475940,3604550,317,2418.5,340,2559,304,2323.3,356,2670.7,18688,169372,0,0
Position_48,0,28,0,0,0,120,280,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1119,25700.38224,51.53348604,253.9970868,335.279714,2582.4084,335,2577,293,2236,393,3016,375178,2889715,325,2472,346,2690,309.9,2336,363,2842.1,21574,233209,0,0
Position_48,0,31,0,0,0,444,303,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1128,27173.15839,51.94796448,268.5525455,332.0913121,2639.011525,332,2629,229,2185,441,3404,374599,2976805,320,2544.75,345,2721,299,2398.35,366,2913.65,18151,298933,0,0
Position_48,0,33,0,0,0,157,327,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1162,27746.90961,53.51377192,274.2229334,349.7228916,2611.497418,349.5,2597,260,2187,443,3107,406378,3034560,337,2506,363,2715,319,2385,381,2888.9,39186,275972,0,0
Position_48,0,34,0,0,0,16,361,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,844,17432.92772,38.86886704,172.2897665,323.6919431,2696.477488,321.5,2671.5,279,2206,378,3218,273196,2275827,312,2558,335,2829.25,299.15,2377.15,353,3051.7,6492,272171,0,0
Position_48,0,37,0,0,0,144,416,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1117,27017.6913,51.44137972,267.016063,325.4583706,2499.401074,325,2476,268,2255,392,2944,363537,2791831,314,2421,335,2565,300,2338.2,353,2730.2,10565,140073,0,0
Position_48,0,38,0,0,0,246,419,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1203,30714.24532,55.40195148,303.5491364,341.0656692,2605.563591,340,2591,286,2223,423,3115,410302,3134493,329,2516,352.5,2688.5,313,2398.1,371,2859.9,30154,278571,0,0
Position_48,0,39,0,0,0,44,449,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1062,25090.57867,48.90845592,247.9703931,331.5414313,2569.957627,332,2546,276,2174,390,3150,352097,2729295,320,2435.25,343,2669.75,303.05,2311,360,2922.95,16505,208107,0,0
Position_48,0,40,0,0,0,217,456,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1123,27504.9613,51.71769868,271.8317564,322.0810329,2584.967943,321,2573,280,2182,375,3081,361697,2902919,312,2464,332,2686.5,298,2347.5,349,2886,6829,236917,0,0
Position_48,0,41,0,0,0,419,466,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1091,26862.65259,50.24399756,265.4838141,359.3730522,2594.208066,359,2571,305,2177,421,3172,392076,2830281,344,2483,374,2696.5,325.5,2352,394,2887,47320,240247,0,0
Position_48,0,42,0,0,0,373,473,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1067,25955.46165,49.13872172,256.5180386,325.8547329,2616.840675,326,2612,269,2243,395,3071,347687,2792169,314,2523,337,2700.5,299,2387,353,2875.1,10515,259111,0,0
Position_48,0,43,0,0,0,122,489,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1045,23799.5323,48.1255522,235.2109714,330.2210526,2619.586603,329,2616,283,2179,396,3134,345081,2737468,317,2491,342,2731,305.2,2337.4,360,2925.8,14861,256638,0,0
Position_48,0,44,0,0,0,79,496,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,993,21095.9652,45.73078788,208.4915957,345.0996979,2581.470292,343,2554,297,2237,409,3207,342684,2563400,335,2477,355,2657,322,2385,372,2890.4,28896,206018,0,0
Position_48,0,46,0,0,0,370,64,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,872,16420.71107,40.15835552,162.2860211,358.478211,2525.772936,358,2536,301,2024,433,3079,312593,2202474,345,2390.75,371,2666.5,330,2196,389,2833.15,37041,132346,0,0
Position_49,0,2,0,0,0,441,12,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,829,15620.50631,38.17806964,154.377591,369.0856454,2593.3076,369,2567,308,2232,408,3090,305972,2149852,353,2477,388,2699,332,2379.4,401.6,2888,39034,187609,0,0
Position_49,0,3,0,0,0,395,16,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1095,25305.89663,50.4282102,250.0983823,337.3525114,2540.392694,339,2537,285,2173,390,2990,369401,2781730,325,2446,350,2624,309,2338,362,2767.6,16811,189865,0,0
Position_49,0,5,0,0,0,143,31,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1017,23057.04489,46.83606372,227.8729623,343.3048181,2625.553589,343,2619,286,2204,399,3211,349141,2670188,332,2499,354,2745,316,2337.8,372,2930.6,21667,262949,0,0
Position_49,0,6,0,0,0,101,41,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1274,30272.19547,58.67172584,299.1803542,352.0298273,2567.596546,351,2549,293,2213,503,3153,448486,3271118,339,2474,363.75,2635,323.65,2366.3,386,2832.05,38258,255560,0,0
Position_49,0,16,0,0,0,342,137,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1183,28551.86285,54.48088828,282.1782929,336.5207101,2586.230769,336,2580,285,2163,394,3145,398104,3059511,326,2477.5,346,2674,311.1,2340.1,364.9,2889.3,17178,259350,0,0
Position_49,0,17,0,0,0,34,158,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1054,24614.64708,48.54003064,243.2667573,356.9459203,2706.585389,356,2696,299,2173,413,3350,376221,2852741,345,2549,369,2845,329,2386.3,386,3082.35,36833,357923,0,0
Position_49,0,18,0,0,0,137,164,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1153,27172.43053,53.09929348,268.545352,377.2133565,2633.792715,377,2629,322,2232,451,3190,434927,3036763,364,2521,389,2734,348.6,2390,407,2909.8,63661,307612,0,0
Position_49,0,19,0,0,0,301,171,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1226,29902.89298,56.46117416,295.5305346,338.6549755,2619.647635,338,2611,290,2255,394,3070,415191,3211688,328,2522,350,2707.75,313.25,2400,366,2873.75,20419,309746,0,0
Position_49,0,20,0,0,0,405,177,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1006,22691.37388,46.32947896,224.2590327,342.861829,2649.77833,342,2632,285,2224,408,3143,344919,2665677,331,2530,354,2762.5,317,2395,370,2954,20987,284475,0,0
Position_49,0,21,0,0,0,12,183,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,737,13740.96419,33.94117892,135.8020609,348.3242877,2662.837178,347,2656,264,2271,405,3159,256715,1962511,334,2526,362,2782,322,2373,379,3003.2,19401,218032,0,0
Position_49,0,22,0,0,0,482,192,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,825,17183.3524,37.993857,169.8232115,318.6933333,2786.095758,318,2763,271,2218,386,3497,262922,2298529,308,2618,328,2939,294.2,2405.6,346,3233.8,-2728,345754,0,0
Position_49,0,25,0,0,0,158,224,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1044,23871.60766,48.07949904,235.9232928,407.4703065,2705.543103,407,2695,335,2215,498,3272,425399,2824587,392,2563,423,2835,371.15,2412.15,446,3043.7,89231,353439,0,0
