Position_n,frame_i,Cell_ID,time_seconds,is_cell_dead,is_cell_excluded,x_centroid,y_centroid,editIDclicked_x,editIDclicked_y,editIDnewID,cell_cycle_stage,generation_num,relative_ID,relationship,emerg_frame_i,division_frame_i,is_history_known,corrected_assignment,cell_area_pxl,cell_vol_vox,cell_area_um2,cell_vol_fl,FITC_mean,phase_contr_mean,FITC_median,phase_contr_median,FITC_min,phase_contr_min,FITC_max,phase_contr_max,FITC_sum,phase_contr_sum,FITC_q25,phase_contr_q25,FITC_q75,phase_contr_q75,FITC_q05,phase_contr_q05,FITC_q95,phase_contr_q95,FITC_amount_autoBkgr,phase_contr_amount_autoBkgr,FITC_amount_dataPrepBkgr,phase_contr_amount_dataPrepBkgr
Position_35,0,25,0,0,0,210,318,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,984,22714.90944,45.31630944,224.4916348,314.4410569,2638.666667,314,2610,270,2211,373,3080,309410,2596448,304,2519.75,324,2752.25,291,2398.15,341,2932.25,16178,283064,0,0
Position_35,0,26,0,0,0,487,344,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,793,16020.3776,36.52015588,158.3295222,298.0201765,2768.905422,298,2733,247,2252,363,3512,236330,2195742,287,2567,308,2937,272,2407.8,325,3214,16,331399,0,0
Position_35,0,27,0,0,0,371,371,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,887,18674.43974,40.84915292,184.5596399,337.2322435,2638.393461,337,2631,263,2189,389,3278,299125,2340255,325,2521,349,2755.5,309,2341.6,366,2970,34799,254918,0,0
Position_35,0,29,0,0,0,178,379,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,736,13853.9814,33.89512576,136.9190109,313.5869565,2745.51087,312,2705,266,2271,367,3740,230800,2020696,303,2522.75,324,2919.25,290,2353.5,340.25,3280.25,11472,290360,0,0
Position_35,0,31,0,0,0,493,437,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1065,24123.67049,49.0466154,238.4144317,319.0694836,2620.085446,317,2604,264,2170,431,3061,339809,2790391,310,2506,327,2729,295,2350,348,2916.8,22439,286576,0,0
Position_35,0,34,0,0,0,75,497,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,982,20925.13581,45.22420312,206.8032875,306.3065173,2458.758656,306,2437.5,262,2291,362,2854,300793,2414501,294,2398,319,2501.5,279,2352,331,2630.95,8157,105819,0,0
Position_36,0,4,0,0,0,389,45,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1335,35478.00165,61.4809686,350.6293789,328.941573,2506.020225,328,2503,266,2191,448,2898,439137,3345537,317,2438,340,2575.5,303,2337,357,2679,15942,181587,0,0
Position_36,0,10,0,0,0,271,94,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1017,23468.30044,46.83606372,231.9374042,375.5231072,2596.919371,375,2588,313,1985,581,3328,381907,2641067,360,2445,389,2736,342,2240.8,411,3007,59518,230777,0,0
Position_36,0,11,0,0,0,393,97,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1313,34232.08261,60.46779908,338.3159509,343.926885,2562.689261,343,2540,289,2145,413,3158,451576,3364811,332,2434,356,2659,318,2324,375,2896.4,35355,253001,0,0
Position_36,0,12,0,0,0,304,114,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,965,21287.73703,44.4412994,210.3868782,387.7979275,2595.566839,388,2594,311,2200,462,3105,374225,2504722,371,2491,404,2697,351,2341.2,426,2851.8,68320,217672,0,0
Position_36,0,13,0,0,0,354,123,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,871,18748.35062,40.11230236,185.2901017,346.8438576,2590.469575,346,2572,255,2184,412,3132,302101,2256299,335,2484,358,2686.5,321,2349.5,375,2876,25994,192029,0,0
Position_36,0,14,0,0,0,414,127,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1088,25561.6225,50.10583808,252.6257232,372.7702206,2617.942096,368,2596,293,2105,496,3175,405574,2848321,348,2499,393,2725.25,326,2378.35,435,2914,60678,269761,0,0
Position_36,0,15,0,0,0,65,131,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1117,25452.19211,51.44137972,251.5442217,359.385855,2524.516562,358,2519,295,1999,431,3103,401434,2819885,347,2389,372,2662,329,2174.6,392,2867.2,47345,172595,0,0
Position_36,0,17,0,0,0,277,133,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,924,19924.01172,42.55311984,196.90917,398.4209957,2658.752165,398,2636.5,347,2201,480,3534,368141,2456687,385,2506.75,411,2779,367.15,2357.15,431,3038.55,75233,266807,0,0
Position_36,0,18,0,0,0,231,140,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1302,33730.85227,59.96121432,333.3622874,370.015361,2577.810292,370,2569.5,310,2207,437,3063,481760,3356309,357,2497,382,2652.75,340,2378.1,401,2810.9,69026,270569,0,0
Position_36,0,19,0,0,0,144,145,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1319,35410.32314,60.74411804,349.9605117,359.2683851,2518.661865,358,2511,307,2178,421,2910,473875,3322115,347,2438,372,2591.5,330.9,2335.8,390,2716.2,55752,196085,0,0
Position_36,0,20,0,0,0,264,168,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1241,32147.97394,57.15197156,317.718688,370.5100725,2597.590653,370,2587,317,2228,433,3296,459803,3223610,358,2496,381,2677,342,2375,400,2863,66406,282440,0,0
Position_36,0,21,0,0,0,195,184,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1237,32060.06821,56.96775892,316.849915,376.6248989,2586.476152,376,2581,316,2237,455,2966,465885,3199471,363,2495,390,2673,345.8,2383,410,2809.8,73756,267781,0,0
Position_36,0,22,0,0,0,495,188,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,920,19124.34817,42.3689072,189.0060886,334.3532609,2645.4,334,2634,282,1922,386,3298,307605,2433768,324,2526.75,345,2751.5,309,2363.8,358,2987,15965,253368,0,0
Position_36,0,24,0,0,0,229,198,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1005,22830.3392,46.2834258,225.6324281,363.4995025,2648.364179,363,2633,315,2206,417,3151,365317,2661606,351,2537,375,2754,336,2380.4,392,2934.2,46732,279756,0,0
Position_36,0,25,0,0,0,15,205,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,986,22584.29588,45.40841576,223.20078,364.7829615,2587.525355,363,2565,311,2183,424,3368,359676,2551300,353,2470,376,2683,339,2299,393.75,2930.75,47114,214480,0,0
Position_36,0,26,0,0,0,268,205,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,898,19527.59764,41.35573768,192.9914063,352.3262806,2674.841871,352,2668,295,2238,426,3395,316389,2402008,339,2539.25,365,2772,323,2393,383,3019,31723,273748,0,0
Position_36,0,27,0,0,0,410,206,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,896,19088.64724,41.26363136,188.653256,354.8939732,2631.797991,355,2610.5,293,2161,413,3316,317985,2358091,343.75,2505,366,2721.25,325,2360,385,2996.75,33953,234571,0,0
Position_36,0,28,0,0,0,348,207,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,758,14559.66346,34.90829528,143.8932724,337.23219,2677.12533,337,2657.5,300,2223,389,3139,255622,2029261,325,2550.25,348,2787,312,2378.85,363,3026.3,15336,232801,0,0
Position_36,0,29,0,0,0,451,209,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1184,28301.0443,54.52694144,279.6994511,366.5625,2575.245777,366,2566,307,2271,436,3028,434010,3049091,353,2489,380,2653.25,336,2374.15,400,2793.7,58682,243011,0,0
Position_36,0,30,0,0,0,103,223,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,995,21805.23732,45.8228942,215.5013378,389.2572864,2609.411055,388,2600,315,2198,459,3281,387311,2596364,374,2483,403,2712.5,357,2336.4,425,2955.2,71896,238214,0,0
Position_36,0,31,0,0,0,497,228,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,881,17200.34622,40.57283396,169.9911616,337.7911464,2648.45403,338,2643,284,2251,384,3143,297594,2333288,328,2533,348,2757,311,2399,363,2930,18317,245318,0,0
Position_36,0,32,0,0,0,208,233,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1044,22483.87653,48.07949904,222.2083346,349.3007663,2606.175287,348.5,2588.5,298,2192,416,3085,364670,2720847,337,2502,362,2699,321.15,2383.15,379.85,2886.7,33722,246567,0,0
Position_36,0,33,0,0,0,378,252,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1200,30382.8973,55.263792,300.2744212,363.4266667,2544.086667,363,2547,310,2173,426,2996,436112,3052904,349,2457,377,2632,330,2324,399,2754.1,55712,208904,0,0
Position_36,0,37,0,0,0,250,313,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1203,30155.56154,55.40195148,298.02766,309.3150457,2357.135495,308,2351,262,2240,385,2508,372106,2835634,299,2320,319,2393,286,2286,334,2441,-9245,-15476,0,0
Position_36,0,38,0,0,0,178,318,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,976,21603.91764,44.94788416,213.5116939,343.7151639,2568.478484,344,2565,285,2187,405,3012,335466,2506835,332,2477,356,2651,316,2351.75,372,2806.75,26074,193715,0,0
Position_36,0,39,0,0,0,349,349,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,982,22622.52534,45.22420312,223.578602,353.898167,2615.52444,353,2606.5,296,2195,409,3083,347528,2568445,342,2521.5,367,2704.75,324,2374.1,386,2874,36234,241105,0,0
Position_36,0,40,0,0,0,143,362,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1069,25280.08525,49.23082804,249.8432882,339.4115996,2557.566885,338,2553,284,2182,409,3137,362831,2734039,327,2458,351,2656,312.4,2308,369,2807.6,23958,200509,0,0
Position_36,0,42,0,0,0,477,371,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1365,37378.12042,62.8625634,369.4082682,291.0234432,2346.019048,290,2346,249,2201,336,2499,397247,3202316,280,2290,301,2402,268,2251.2,317,2447,-35458,-32734,0,0
Position_36,0,43,0,0,0,227,387,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,886,18857.45515,40.80309976,186.3683827,325.8126411,2651.839729,326,2620.5,257,2196,387,3803,288670,2349530,315,2509,336,2745,300.25,2376.5,352.75,3004,7808,249710,0,0
Position_36,0,45,0,0,0,368,397,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,806,16661.03649,37.11884696,164.6611592,350.0967742,2643.619107,348,2622,283,2175,573,3125,282178,2130757,336,2516,361.75,2784.75,319.25,2343.5,384,2948.75,26676,220537,0,0
Position_36,0,46,0,0,0,69,432,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1052,25500.90145,48.44792432,252.0256165,341.3403042,2567.426806,340,2556,283,2164,413,3088,359090,2700933,330,2448.75,352,2670.25,315.55,2313,370,2846.35,25606,207693,0,0
Position_36,0,47,0,0,0,327,446,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,907,19600.0315,41.77021612,193.7072708,355.6052922,2707.791621,355,2699,248,2258,432,3509,322534,2455967,341,2564,369,2818,320.3,2372.6,391.7,3107.5,35015,306377,0,0
Position_36,0,48,0,0,0,219,450,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,984,22359.29667,45.31630944,220.9771109,307.8536585,2356.821138,308,2355.5,267,2209,362,2591,302928,2319112,297.75,2325,317,2386,285,2275.15,334,2435,-9000,-12968,0,0
Position_36,0,49,0,0,0,432,463,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1533,43343.0903,70.59949428,428.360114,333.4546641,2540.532942,332,2535,282,2276,405,2875,511186,3894637,318,2456,347,2616,301,2372,370,2721,25225,261427,0,0
Position_36,0,50,0,0,0,87,469,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,921,19892.36141,42.41496036,196.5963696,371.5624321,2584.549403,371,2571,322,2138,431,3125,342209,2380370,358,2469,384,2682,342,2331,402,2890,50252,197600,0,0
Position_36,0,51,0,0,0,113,494,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1052,23994.30902,48.44792432,237.1359513,378.9771863,2565.263308,379,2546,318,2162,462,3059,398684,2698657,363,2469,394,2646,342,2369,416,2830.45,65200,205417,0,0
Position_36,0,52,0,0,0,257,494,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1311,31965.57863,60.37569276,315.9160737,406.7223494,2565.923722,404,2552,319,2269,527,3060,533213,3363926,379,2485,429,2634,356,2379.5,470,2807,117626,256856,0,0
Position_36,0,55,0,0,0,75,395,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1336,35902.20231,61.52702176,354.8217576,313.626497,2398.997754,312,2389.5,266,2207,370,2950,419005,3205061,302,2342,324,2432.25,287,2279.75,343,2537.5,-4507,38741,0,0
Position_37,0,5,0,0,0,300,37,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1062,24967.14063,48.90845592,246.7504539,332.460452,2497.784369,332,2483,282,2290,416,2866,353073,2652647,322,2428,343,2541,306,2350.1,359,2734.95,11109,134645,0,0
Position_37,0,6,0,0,0,142,39,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1402,35836.33433,64.56653032,354.1707838,329.3844508,2456.756063,329,2452,282,2259,397,2711,461797,3444372,318,2405,340,2504,303,2333.05,357,2589.95,10353,120230,0,0
Position_37,0,8,0,0,0,191,43,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1070,24512.88752,49.2768812,242.2610668,358.0962617,2607.081308,357,2596,301,2225,420,3162,383163,2789577,346,2495.25,369,2707.75,331,2350,388,2887.3,38623,252607,0,0
Position_37,0,9,0,0,0,501,61,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,534,7933.663992,24.59238744,78.40846579,334.4419476,2755.5,330,2730,309,2304,386,3288,178592,1471437,324,2604,343,2903.75,319,2423.25,362,3124.7,6644,205323,0,0
Position_37,0,11,0,0,0,73,67,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,810,17001.53179,37.3030596,168.026277,334.3209877,2585.123457,334,2576,293,2277,393,3089,270800,2093950,323,2494,344,2655.75,309,2391.45,359.55,2822.65,9980,173440,0,0
Position_37,0,14,0,0,0,448,84,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,905,19159.36309,41.6781098,189.3521413,338.0265193,2623.951381,337,2590,284,2125,396,3303,305914,2374676,325,2489,350,2737,310,2344.8,367,3004.4,14504,228921,0,0
Position_37,0,15,0,0,0,482,85,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,884,19237.16307,40.71099344,190.1210391,353.8676471,2682.649321,353.5,2663,308,2196,410,3475,312819,2371462,344,2559.75,365,2805.25,329,2375.15,380,3040.25,28171,275498,0,0
Position_37,0,16,0,0,0,444,116,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1084,25368.66413,49.92162544,250.718714,349.0618081,2659.448339,349,2649.5,289,2214,410,3369,378383,2882842,337,2517.75,362,2767.5,318,2392.15,380,3004.85,29335,312678,0,0
Position_37,0,17,0,0,0,71,120,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,951,20361.81283,43.79655516,201.2359619,329.2302839,2511.147213,329,2511,283,2071,405,3076,313098,2388101,318,2390,339,2613,304.5,2249,356,2816,6876,133280,0,0
Position_37,0,18,0,0,0,299,128,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,881,18626.30121,40.57283396,184.0838864,348.2985244,2664.91714,349,2660,299,2114,448,3247,306851,2347792,337,2524,359,2791,320,2313,376,3048,23169,258941,0,0
Position_37,0,19,0,0,0,241,130,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1012,23816.63249,46.60579792,235.3799727,348.3774704,2602.08498,348,2580.5,294,2285,435,3167,352558,2633310,337,2505,359,2681,322,2398.2,377,2874,26694,233858,0,0
Position_37,0,21,0,0,0,486,134,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1477,41173.2309,68.02051732,406.915376,351.2159783,2666.761002,351,2655,291,2214,410,3321,518746,3938806,337,2556,364,2763,321.8,2424.6,383,2960.2,43152,436839,0,0
Position_37,0,22,0,0,0,32,154,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1064,25251.71263,49.00056224,249.5628814,341.9219925,2622.072368,341,2611,293,2210,402,3067,363805,2789885,331,2508.75,353,2730,316,2377.15,369,2898.85,21197,267141,0,0
Position_37,0,24,0,0,0,182,193,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1343,33860.05623,61.84939388,334.6392112,386.2196575,2574.248697,385,2566,325,2198,495,3075,518693,3457216,369,2474,401,2670.5,350,2349,427.9,2826,86247,272963,0,0
Position_37,0,25,0,0,0,337,199,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1291,32427.75405,59.45462956,320.4837571,366.2130132,2585.432223,367,2585,305,2283,430,3007,472781,3337793,351,2507,381,2650,331,2408,402,2783,57079,276832,0,0
Position_37,0,26,0,0,0,292,217,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,802,16120.76827,36.93463432,159.3216839,436.2605985,2694.417706,435,2673,386,2146,526,3239,349881,2160923,421,2563,451,2821.5,402,2359.05,474,3068.8,91637,259381,0,0
Position_37,0,28,0,0,0,62,234,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1139,28186.62257,52.45454924,278.5686202,341.4143986,2581.19842,341,2575,282,2197,412,3031,388871,2939985,330,2493.5,352,2664.5,316,2359.9,367,2824,22113,239416,0,0
Position_37,0,29,0,0,0,341,239,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1010,22696.62913,46.5136916,224.3109703,381.1128713,2639.454455,379,2628,327,2217,725,3152,384924,2665849,366,2533.25,393.75,2712.75,349,2420,415.55,2923.75,59704,271139,0,0
Position_37,0,30,0,0,0,268,241,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1027,23146.5715,47.29659532,228.7577544,385.5813048,2674.726388,385,2665,323,2283,457,3180,395992,2746944,371,2575,399.5,2765,350.3,2446.3,422.7,2938.7,65298,311927,0,0
Position_37,0,31,0,0,0,368,251,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,152,1348.866618,7.00008032,13.33085976,342.2105263,2373.263158,341,2376,312,2257,383,2573,52016,360736,331.75,2317.5,353,2416.25,319,2287.1,365.45,2461,3072,344,0,0
Position_37,0,32,0,0,0,122,257,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,998,22222.36249,45.96105368,219.6237893,351.9158317,2630.127255,351,2619.5,256,2162,426,3201,351212,2624867,340,2501.25,363,2740.75,325,2338,382,2969,29856,258609,0,0
Position_37,0,34,0,0,0,303,260,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,982,22345.51793,45.22420312,220.8409355,393.4653768,2675.604888,392,2652,336,2279,465,3333,386383,2627444,380,2562,406,2775.75,364,2440,425,2982.85,70179,299122,0,0
Position_37,0,36,0,0,0,70,287,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,799,16346.46366,36.79647484,161.5522333,349.4868586,2668.43179,350,2648,296,2152,417,3213,279240,2132077,337,2515.5,361,2823.5,319,2356,380.1,3037.2,21962,237648,0,0
Position_37,0,38,0,0,0,316,296,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1079,24957.88256,49.69135964,246.6589564,392.2771084,2655.172382,392,2635,316,2242,453,3170,423267,2864931,380,2533,405.5,2771.5,360.9,2407.9,422,2952.7,75829,306622,0,0
Position_37,0,39,0,0,0,279,307,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1134,27634.69514,52.22428344,273.1139169,373.5502646,2642.879189,373,2629,325,2206,440,3132,423606,2997025,362,2528,386,2757,345,2406.65,404,2919,58458,308311,0,0
Position_37,0,41,0,0,0,431,315,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1114,27300.99175,51.30322024,269.8159236,382.6858169,2579.832136,381,2574,310,2252,457,2986,426312,2873933,369,2498,396,2663,352,2381,418,2798,67604,232639,0,0
Position_37,0,42,0,0,0,484,317,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1039,24191.17347,47.84923324,239.0815642,342.3108758,2625.769971,342,2609,289,2237,404,3153,355661,2728175,330,2517.5,354,2724.5,313,2389.7,374,2907.1,21103,264706,0,0
Position_37,0,43,0,0,0,348,326,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,895,18937.42048,41.2175782,187.1586807,372.8692737,2625.130726,374,2598,313,2166,436,3514,333718,2349492,359,2497,385,2706,343,2385.7,404,3018.9,45528,227447,0,0
Position_37,0,44,0,0,0,108,331,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,833,16167.69922,38.36228228,159.7855029,333.7539016,2574.621849,333,2556,288,2172,386,3171,278017,2144660,323,2452,344,2682,309,2304.6,361,2916,9791,169617,0,0
Position_37,0,45,0,0,0,276,345,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,840,17351.94842,38.6846544,171.4894474,362.802381,2665.858333,362,2632,312,2312,447,3274,304754,2239321,350.75,2539,375,2768.25,334.95,2412.85,392,3010.4,34274,247681,0,0
Position_37,0,46,0,0,0,237,355,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,934,19856.0116,43.01365144,196.2371242,343.9218415,2664.050321,343,2648,287,2266,401,3265,321223,2488223,333,2557,356,2766,316,2415.65,373,2972.35,20475,273709,0,0
Position_37,0,47,0,0,0,499,355,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,630,11066.89162,29.0134908,109.3741799,338.7539683,2675.668254,334,2659,304,2292,404,3271,213415,1685671,326,2532.25,350,2810.5,318,2387.45,371,3000.55,10555,191941,0,0
Position_37,0,48,0,0,0,417,362,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,917,19000.54499,42.23074772,187.7825407,346.7579062,2650.513631,347,2625,274,2318,404,3080,317977,2430521,336,2538,357,2751,318.8,2434.4,374.2,2928.2,22703,256314,0,0
Position_37,0,50,0,0,0,319,374,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1246,32901.78243,57.38223736,325.1685834,388.2479936,2595.921348,388,2587.5,320,2119,499,3290,483757,3234518,373,2491.25,403,2678.75,353,2348,425.75,2924.5,82545,280252,0,0
Position_37,0,51,0,0,0,355,387,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,905,19904.8876,41.6781098,196.7201661,349.798895,2594.749171,349,2574,294,2224,415,3060,316568,2348248,337,2497,363,2687,322,2362,380.8,2888.6,25158,202493,0,0
Position_37,0,52,0,0,0,488,395,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,844,17910.10593,38.86886704,177.0057226,358.0106635,2709.522512,359,2681,263,2260,453,3277,302161,2286837,346,2563,371,2847,325.15,2393.6,390,3110.85,30393,285713,0,0
Position_37,0,53,0,0,0,178,435,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1168,28194.91039,53.79009088,278.6505288,338.4160959,2581.916952,338,2560.5,284,2153,398,3233,395270,3015679,326.75,2475,350,2665,310,2359.75,367,2881.95,19174,246351,0,0
Position_37,0,55,0,0,0,397,472,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1221,30752.20949,56.23090836,303.9243366,319.6904177,2546.116298,319,2537,276,2169,405,2953,390342,3108808,308,2459,331,2623,293,2364,349,2767,-2820,213817,0,0
Position_37,0,57,0,0,0,104,490,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1224,31583.63569,56.36906784,312.1413285,321.4591503,2549.42402,322,2537.5,275,2188,372,3136,393466,3120495,313,2469.75,330,2616,295,2349.15,345,2789.7,-662,218391,0,0
Position_37,0,59,0,0,0,230,38,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,895,18728.64094,41.2175782,185.0953108,365.9798883,2554.927374,367,2546,305,2206,426,3090,327552,2286660,354,2457,377,2646.5,337,2327.7,394.3,2799.9,39362,164615,0,0
Position_37,0,60,0,0,0,274,72,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,938,20142.29944,43.19786408,199.0665093,349.4136461,2500.172708,349,2490.5,281,1987,417,2959,327750,2345162,338,2376,360,2628.5,323,2210.85,378.15,2812.15,25714,121164,0,0
Position_38,0,2,0,0,0,343,22,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1234,31879.22083,56.82959944,315.0625988,362.0850891,2551.26094,361,2549,315,2174,430,2914,446813,3148256,349,2463,374,2638.75,334,2339,395,2773,45763,198996,0,0
Position_38,0,3,0,0,0,17,24,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,836,16444.83049,38.50044176,162.5243935,349.6507177,2525.094498,348,2517,306,1968,406,3134,292308,2110979,336,2421.75,363,2627,323,2211.5,380,2837,20608,112939,0,0
Position_38,0,8,0,0,0,78,73,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1222,31251.3364,56.27696152,308.8572119,347.98527,2617.225041,347,2610,301,2246,429,3249,425238,3198249,337,2517.25,359,2709,321,2376.1,378,2882.95,28088,277669,0,0
Position_38,0,10,0,0,0,410,86,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1365,36522.80063,62.8625634,360.9551358,333.0630037,2646.194872,332,2612,283,2181,392,3820,454631,3612056,321,2490,345,2750,305,2328,363,3109.6,11006,349706,0,0
Position_38,0,11,0,0,0,350,117,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1217,30442.2508,56.04669572,300.8610124,345.6409203,2573.800329,345,2555,292,2231,399,3112,420645,3132315,335,2456,356,2668,320,2347.6,372,2876.2,25120,223685,0,0
Position_38,0,12,0,0,0,387,118,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1039,24343.26946,47.84923324,240.5847301,356.66795,2616.879692,356,2598,305,2172,412,3304,370578,2718938,345,2508.5,367,2714,332,2385,387,2898.5,32903,235728,0,0
Position_38,0,13,0,0,0,140,125,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1240,32403.82023,57.1059184,320.2472189,337.1298387,2607.455645,337,2595.5,284,2115,392,3152,418041,3233245,326,2498,348,2702,310,2372.95,365,2895,15041,269645,0,0
Position_38,0,15,0,0,0,422,139,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1037,23278.80878,47.75712692,230.0646565,337.5834137,2662.48891,337,2645,233,2314,411,3131,350074,2761001,326,2553,349,2775,307.8,2431.8,372,2909.4,13049,282571,0,0
Position_38,0,16,0,0,0,303,142,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,998,22931.53733,45.96105368,226.63257,351.1693387,2602.289579,350,2608.5,299,2208,459,3034,350467,2597085,339,2513,362,2692,323,2342.55,382,2849.15,26117,211865,0,0
Position_38,0,18,0,0,0,245,171,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1134,27120.15577,52.22428344,268.0287202,360.680776,2642.597884,360,2642,313,2195,412,3151,409012,2996706,350,2541,372,2744.75,333,2404.65,390,2885.05,40462,286446,0,0
Position_38,0,19,0,0,0,145,168,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,880,16996.40269,40.5267808,167.9755861,351.6465909,2520.859091,351,2506,305,2318,477,2801,309449,2218356,339,2456,364,2573.25,323,2398,379.05,2690,23449,115156,0,0
Position_38,0,20,0,0,0,397,180,,,-1,G1,2,-1,mother,-1,-1,FALSE,FALSE,1361,37228.08956,62.67835076,367.925512,358.5532697,2595.343865,358,2576,292,2243,458,3022,487991,3532263,346,2501,370,2688,330,2386,389,2840,45666,279473,0,0
