selection_subset,position,Cell_ID,cell_cycle_stage,generation_num,frame_i,mCitrine_corrected_amount,mCitrine_corrected_amount_rel,file,relationship,relative_ID,phase_length,phase_begin,gui_mCitrine_amount_autoBkgr,frames_in_phase,centered_frames_in_phase,min_centered_frames,max_centered_frames,centered_time_in_minutes,Generation,contributing_ccs_at_time,Method of calculation,value
0,Position_4,20,S,1,194,416387.0,13568.000000000002,MIA_KC_test_files,mother,31,32,178,,17,17,-21,33,51,1st ($n_1$=38),38,Bud signal,13568.000000000002
0,Position_4,22,S,1,194,282592.0,5155.000000000001,MIA_KC_test_files,mother,35,38,192,,3,3,-21,39,9,1st ($n_1$=38),38,Bud signal,5155.000000000001
0,Position_4,1,G1,8,195,327513.00000000006,246069.00000000003,MIA_KC_test_files,mother,27,15,189,,7,-9,-15,28,-27,2+ ($n_2$=79),40,Bud signal,0.0
0,Position_4,2,S,4,195,434551.0,27666.0,MIA_KC_test_files,mother,24,56,158,,38,38,-5,57,114,2+ ($n_2$=79),11,Bud signal,27666.0
0,Position_4,3,S,7,195,233772.0,233561.00000000003,MIA_KC_test_files,mother,25,38,160,,36,36,-9,39,108,2+ ($n_2$=79),12,Bud signal,233561.00000000003
0,Position_4,4,S,4,195,455200.0,32994.0,MIA_KC_test_files,mother,34,21,184,,12,12,-13,22,36,2+ ($n_2$=79),79,Bud signal,32994.0
0,Position_4,6,S,3,195,267593.0,187987.0,MIA_KC_test_files,mother,29,25,173,,23,23,-7,26,69,2+ ($n_2$=79),71,Bud signal,187987.0
0,Position_4,12,S,2,195,501785.0,30576.0,MIA_KC_test_files,mother,30,30,175,,21,21,-4,31,63,2+ ($n_2$=79),75,Bud signal,30576.0
0,Position_4,18,S,1,195,455469.0,5920.000000000001,MIA_KC_test_files,mother,32,52,181,,15,15,-23,53,45,1st ($n_1$=38),38,Bud signal,5920.000000000001
0,Position_4,2,S,4,194,446967.0,27021.000000000004,MIA_KC_test_files,mother,24,56,158,,37,37,-5,57,111,2+ ($n_2$=79),11,Bud signal,27021.000000000004
0,Position_4,1,G1,8,194,314221.0,238779.0,MIA_KC_test_files,mother,27,15,189,,6,-10,-15,28,-30,2+ ($n_2$=79),33,Bud signal,0.0
0,Position_4,22,S,1,193,281008.0,2738.9999999999995,MIA_KC_test_files,mother,35,38,192,,2,2,-21,39,6,1st ($n_1$=38),38,Bud signal,2738.9999999999995
0,Position_4,20,S,1,193,428034.0,10688.0,MIA_KC_test_files,mother,31,32,178,,16,16,-21,33,48,1st ($n_1$=38),38,Bud signal,10688.0
0,Position_4,4,S,4,192,432421.0,23182.0,MIA_KC_test_files,mother,34,21,184,,9,9,-13,22,27,2+ ($n_2$=79),79,Bud signal,23182.0
0,Position_4,6,S,3,192,307046.00000000006,148765.0,MIA_KC_test_files,mother,29,25,173,,20,20,-7,26,60,2+ ($n_2$=79),75,Bud signal,148765.0
0,Position_4,10,S,2,192,279354.0,250599.0,MIA_KC_test_files,mother,26,29,163,,30,30,-5,30,90,2+ ($n_2$=79),24,Bud signal,250599.0
0,Position_4,12,S,2,192,508588.0,14507.0,MIA_KC_test_files,mother,30,30,175,,18,18,-4,31,54,2+ ($n_2$=79),76,Bud signal,14507.0
0,Position_4,17,S,1,192,265397.0,210415.0,MIA_KC_test_files,mother,28,30,164,,29,29,-13,31,87,1st ($n_1$=38),25,Bud signal,210415.0
0,Position_4,18,S,1,192,402159.0,3274.9999999999995,MIA_KC_test_files,mother,32,52,181,,12,12,-23,53,36,1st ($n_1$=38),38,Bud signal,3274.9999999999995
0,Position_4,20,S,1,192,413647.0,9772.999999999998,MIA_KC_test_files,mother,31,32,178,,15,15,-21,33,45,1st ($n_1$=38),38,Bud signal,9772.999999999998
0,Position_4,3,S,8,205,431405.0,6232.999999999999,MIA_KC_test_files,mother,38,31,200,,6,6,0,32,18,2+ ($n_2$=79),79,Bud signal,6232.999999999999
0,Position_4,22,S,1,192,266050.0,1491.0,MIA_KC_test_files,mother,35,38,192,,1,1,-21,39,3,1st ($n_1$=38),38,Bud signal,1491.0
0,Position_4,2,S,4,193,444611.0,29152.0,MIA_KC_test_files,mother,24,56,158,,36,36,-5,57,108,2+ ($n_2$=79),12,Bud signal,29152.0
0,Position_4,3,S,7,193,236366.0,243466.0,MIA_KC_test_files,mother,25,38,160,,34,34,-9,39,102,2+ ($n_2$=79),15,Bud signal,243466.0
0,Position_4,4,S,4,193,441817.0,22353.0,MIA_KC_test_files,mother,34,21,184,,10,10,-13,22,30,2+ ($n_2$=79),79,Bud signal,22353.0
0,Position_4,6,S,3,193,281694.0,172760.0,MIA_KC_test_files,mother,29,25,173,,21,21,-7,26,63,2+ ($n_2$=79),75,Bud signal,172760.0
0,Position_4,12,S,2,193,511651.0,17831.000000000004,MIA_KC_test_files,mother,30,30,175,,19,19,-4,31,57,2+ ($n_2$=79),76,Bud signal,17831.000000000004
0,Position_4,17,S,1,193,267993.0,206625.0,MIA_KC_test_files,mother,28,30,164,,30,30,-13,31,90,1st ($n_1$=38),25,Bud signal,206625.0
0,Position_4,18,S,1,193,428808.0,4341.999999999999,MIA_KC_test_files,mother,32,52,181,,13,13,-23,53,39,1st ($n_1$=38),38,Bud signal,4341.999999999999
0,Position_4,1,G1,8,193,319599.0,239287.0,MIA_KC_test_files,mother,27,15,189,,5,-11,-15,28,-33,2+ ($n_2$=79),25,Bud signal,0.0
0,Position_4,4,S,4,205,295750.0,285325.0,MIA_KC_test_files,mother,34,21,184,,22,22,-13,22,66,2+ ($n_2$=79),74,Bud signal,285325.0
0,Position_4,6,G1,4,205,272689.0,224762.0,MIA_KC_test_files,mother,29,13,199,,7,-7,-13,26,-21,2+ ($n_2$=79),57,Bud signal,0.0
0,Position_4,12,S,2,205,264615.0,247982.00000000003,MIA_KC_test_files,mother,30,30,175,,31,31,-4,31,93,2+ ($n_2$=79),19,Bud signal,247982.00000000003
0,Position_4,6,S,4,224,486379.0,12779.000000000002,MIA_KC_test_files,mother,41,25,213,,12,12,-13,26,36,2+ ($n_2$=79),79,Bud signal,12779.000000000002
0,Position_4,22,S,1,224,231192.00000000003,226111.0,MIA_KC_test_files,mother,35,38,192,,33,33,-21,39,99,1st ($n_1$=38),16,Bud signal,226111.0
0,Position_4,1,S,8,225,436720.0,267029.0,MIA_KC_test_files,mother,39,27,205,,21,21,-15,28,63,2+ ($n_2$=79),75,Bud signal,267029.0
0,Position_4,3,S,8,225,326054.0,229993.0,MIA_KC_test_files,mother,38,31,200,,26,26,0,32,78,2+ ($n_2$=79),55,Bud signal,229993.0
0,Position_4,6,S,4,225,498175.0,12445.0,MIA_KC_test_files,mother,41,25,213,,13,13,-13,26,39,2+ ($n_2$=79),79,Bud signal,12445.0
0,Position_4,22,S,1,225,240203.0,226834.0,MIA_KC_test_files,mother,35,38,192,,34,34,-21,39,102,1st ($n_1$=38),14,Bud signal,226834.0
0,Position_4,1,S,8,226,415148.0,296737.0,MIA_KC_test_files,mother,39,27,205,,22,22,-15,28,66,2+ ($n_2$=79),74,Bud signal,296737.0
0,Position_4,3,S,8,226,309789.0,257512.0,MIA_KC_test_files,mother,38,31,200,,27,27,0,32,81,2+ ($n_2$=79),45,Bud signal,257512.0
0,Position_4,6,S,4,226,513128.00000000006,11436.0,MIA_KC_test_files,mother,41,25,213,,14,14,-13,26,42,2+ ($n_2$=79),79,Bud signal,11436.0
0,Position_4,22,S,1,226,244937.0,230564.0,MIA_KC_test_files,mother,35,38,192,,35,35,-21,39,105,1st ($n_1$=38),14,Bud signal,230564.0
0,Position_4,1,S,8,227,416399.00000000006,297429.0,MIA_KC_test_files,mother,39,27,205,,23,23,-15,28,69,2+ ($n_2$=79),71,Bud signal,297429.0
0,Position_4,3,S,8,227,316245.0,255169.0,MIA_KC_test_files,mother,38,31,200,,28,28,0,32,84,2+ ($n_2$=79),36,Bud signal,255169.0
0,Position_4,6,S,4,227,483476.00000000006,18924.000000000004,MIA_KC_test_files,mother,41,25,213,,15,15,-13,26,45,2+ ($n_2$=79),78,Bud signal,18924.000000000004
0,Position_4,22,S,1,227,240745.0,231302.0,MIA_KC_test_files,mother,35,38,192,,36,36,-21,39,108,1st ($n_1$=38),12,Bud signal,231302.0
0,Position_4,1,S,8,228,414725.0,277145.0,MIA_KC_test_files,mother,39,27,205,,24,24,-15,28,72,2+ ($n_2$=79),65,Bud signal,277145.0
0,Position_4,3,S,8,224,463757.0,91199.0,MIA_KC_test_files,mother,38,31,200,,25,25,0,32,75,2+ ($n_2$=79),60,Bud signal,91199.0
0,Position_4,3,S,8,228,316128.0,270579.0,MIA_KC_test_files,mother,38,31,200,,29,29,0,32,87,2+ ($n_2$=79),30,Bud signal,270579.0
0,Position_4,1,S,8,224,541038.0,137667.0,MIA_KC_test_files,mother,39,27,205,,20,20,-15,28,60,2+ ($n_2$=79),75,Bud signal,137667.0
0,Position_4,6,S,4,223,485039.0,10647.0,MIA_KC_test_files,mother,41,25,213,,11,11,-13,26,33,2+ ($n_2$=79),79,Bud signal,10647.0
0,Position_4,22,S,1,219,417021.0,75761.0,MIA_KC_test_files,mother,35,38,192,,28,28,-21,39,84,1st ($n_1$=38),26,Bud signal,75761.0
0,Position_4,1,S,8,220,647464.9999999999,23446.0,MIA_KC_test_files,mother,39,27,205,,16,16,-15,28,48,2+ ($n_2$=79),77,Bud signal,23446.0
0,Position_4,3,S,8,220,531816.0,32140.000000000004,MIA_KC_test_files,mother,38,31,200,,21,21,0,32,63,2+ ($n_2$=79),75,Bud signal,32140.000000000004
0,Position_4,6,S,4,220,457784.0,7675.000000000001,MIA_KC_test_files,mother,41,25,213,,8,8,-13,26,24,2+ ($n_2$=79),79,Bud signal,7675.000000000001
0,Position_4,22,S,1,220,411688.0,92445.0,MIA_KC_test_files,mother,35,38,192,,29,29,-21,39,87,1st ($n_1$=38),25,Bud signal,92445.0
0,Position_4,1,S,8,221,654375.0,25538.000000000004,MIA_KC_test_files,mother,39,27,205,,17,17,-15,28,51,2+ ($n_2$=79),77,Bud signal,25538.000000000004
0,Position_4,3,S,8,221,541656.0,31369.000000000004,MIA_KC_test_files,mother,38,31,200,,22,22,0,32,66,2+ ($n_2$=79),74,Bud signal,31369.000000000004
0,Position_4,6,S,4,221,469751.0,8838.0,MIA_KC_test_files,mother,41,25,213,,9,9,-13,26,27,2+ ($n_2$=79),79,Bud signal,8838.0
0,Position_4,22,S,1,221,371548.0,138741.0,MIA_KC_test_files,mother,35,38,192,,30,30,-21,39,90,1st ($n_1$=38),25,Bud signal,138741.0
0,Position_4,1,S,8,222,647146.0,32358.0,MIA_KC_test_files,mother,39,27,205,,18,18,-15,28,54,2+ ($n_2$=79),76,Bud signal,32358.0
0,Position_4,3,S,8,222,526918.0,40092.0,MIA_KC_test_files,mother,38,31,200,,23,23,0,32,69,2+ ($n_2$=79),71,Bud signal,40092.0
0,Position_4,6,S,4,222,479457.0,10732.0,MIA_KC_test_files,mother,41,25,213,,10,10,-13,26,30,2+ ($n_2$=79),79,Bud signal,10732.0
0,Position_4,22,S,1,222,336217.0,159085.0,MIA_KC_test_files,mother,35,38,192,,31,31,-21,39,93,1st ($n_1$=38),23,Bud signal,159085.0
0,Position_4,1,S,8,223,625029.0,51714.0,MIA_KC_test_files,mother,39,27,205,,19,19,-15,28,57,2+ ($n_2$=79),76,Bud signal,51714.0
0,Position_4,3,S,8,223,514590.0,48384.0,MIA_KC_test_files,mother,38,31,200,,24,24,0,32,72,2+ ($n_2$=79),65,Bud signal,48384.0
0,Position_4,22,S,1,223,252638.0,221402.0,MIA_KC_test_files,mother,35,38,192,,32,32,-21,39,96,1st ($n_1$=38),19,Bud signal,221402.0
0,Position_4,6,S,4,228,494806.0,16397.0,MIA_KC_test_files,mother,41,25,213,,16,16,-13,26,48,2+ ($n_2$=79),77,Bud signal,16397.0
0,Position_4,22,S,1,228,232455.0,228196.0,MIA_KC_test_files,mother,35,38,192,,37,37,-21,39,111,1st ($n_1$=38),12,Bud signal,228196.0
0,Position_4,1,S,8,229,413666.0,288109.0,MIA_KC_test_files,mother,39,27,205,,25,25,-15,28,75,2+ ($n_2$=79),60,Bud signal,288109.0
0,Position_5,1,G1,3,7,389687.0,374334.0,MIA_KC_test_files,mother,2,5,6,,2,-4,-5,29,-12,2+ ($n_2$=79),74,Bud signal,0.0
0,Position_5,2,G1,1,7,374334.0,389687.0,MIA_KC_test_files,mother,1,12,6,,2,-11,-12,32,-33,1st ($n_1$=38),32,Bud signal,0.0
0,Position_5,1,G1,3,8,370070.0,376830.0,MIA_KC_test_files,mother,2,5,6,,3,-3,-5,29,-9,2+ ($n_2$=79),76,Bud signal,0.0
0,Position_5,2,G1,1,8,376830.0,370070.0,MIA_KC_test_files,mother,1,12,6,,3,-10,-12,32,-30,1st ($n_1$=38),35,Bud signal,0.0
0,Position_5,1,G1,3,9,359347.0,370936.0,MIA_KC_test_files,mother,2,5,6,,4,-2,-5,29,-6,2+ ($n_2$=79),78,Bud signal,0.0
0,Position_5,2,G1,1,9,370936.0,359347.0,MIA_KC_test_files,mother,1,12,6,,4,-9,-12,32,-27,1st ($n_1$=38),36,Bud signal,0.0
0,Position_5,1,G1,3,10,364832.00000000006,368440.0,MIA_KC_test_files,mother,2,5,6,,5,-1,-5,29,-3,2+ ($n_2$=79),78,Bud signal,0.0
0,Position_5,2,G1,1,10,368440.0,364832.00000000006,MIA_KC_test_files,mother,1,12,6,,5,-8,-12,32,-24,1st ($n_1$=38),37,Bud signal,0.0
0,Position_5,1,G1,3,11,355494.99999999994,369491.0,MIA_KC_test_files,mother,2,5,6,,6,0,-5,29,0,2+ ($n_2$=79),79,Bud signal,0.0
0,Position_5,2,G1,1,11,369491.0,355494.99999999994,MIA_KC_test_files,mother,1,12,6,,6,-7,-12,32,-21,1st ($n_1$=38),37,Bud signal,0.0
0,Position_5,1,S,3,12,355234.0,3465.0,MIA_KC_test_files,mother,3,28,12,,1,1,-5,29,3,2+ ($n_2$=79),79,Bud signal,3465.0
0,Position_5,2,G1,1,12,369067.0,355234.0,MIA_KC_test_files,mother,1,12,6,,7,-6,-12,32,-18,1st ($n_1$=38),38,Bud signal,0.0
0,Position_5,1,S,3,13,383256.0,3851.000000000001,MIA_KC_test_files,mother,3,28,12,,2,2,-5,29,6,2+ ($n_2$=79),79,Bud signal,3851.000000000001
0,Position_5,2,G1,1,13,370612.0,383256.0,MIA_KC_test_files,mother,1,12,6,,8,-5,-12,32,-15,1st ($n_1$=38),38,Bud signal,0.0
0,Position_5,1,S,3,14,380864.00000000006,7209.0,MIA_KC_test_files,mother,3,28,12,,3,3,-5,29,9,2+ ($n_2$=79),79,Bud signal,7209.0
0,Position_5,2,G1,1,6,371934.0,400792.0,MIA_KC_test_files,mother,1,12,6,,1,-12,-12,32,-36,1st ($n_1$=38),32,Bud signal,0.0
0,Position_5,1,G1,3,6,400792.0,371934.0,MIA_KC_test_files,mother,2,5,6,,1,-5,-5,29,-15,2+ ($n_2$=79),72,Bud signal,0.0
0,Position_4,6,S,4,238,261030.0,204202.0,MIA_KC_test_files,mother,41,25,213,,26,26,-13,26,78,2+ ($n_2$=79),55,Bud signal,204202.0
0,Position_4,6,S,4,237,282357.00000000006,194008.0,MIA_KC_test_files,mother,41,25,213,,25,25,-13,26,75,2+ ($n_2$=79),60,Bud signal,194008.0
0,Position_4,3,S,8,229,312052.0,269640.0,MIA_KC_test_files,mother,38,31,200,,30,30,0,32,90,2+ ($n_2$=79),24,Bud signal,269640.0
0,Position_4,6,S,4,229,496594.00000000006,16600.0,MIA_KC_test_files,mother,41,25,213,,17,17,-13,26,51,2+ ($n_2$=79),77,Bud signal,16600.0
0,Position_4,22,S,1,229,232247.0,231591.0,MIA_KC_test_files,mother,35,38,192,,38,38,-21,39,114,1st ($n_1$=38),10,Bud signal,231591.0
0,Position_4,1,S,8,230,425836.00000000006,283685.0,MIA_KC_test_files,mother,39,27,205,,26,26,-15,28,78,2+ ($n_2$=79),55,Bud signal,283685.0
0,Position_4,3,S,8,230,312906.0,273586.0,MIA_KC_test_files,mother,38,31,200,,31,31,0,32,93,2+ ($n_2$=79),19,Bud signal,273586.0
0,Position_4,6,S,4,230,484265.0,19303.0,MIA_KC_test_files,mother,41,25,213,,18,18,-13,26,54,2+ ($n_2$=79),76,Bud signal,19303.0
0,Position_4,22,S,1,230,235890.0,229245.0,MIA_KC_test_files,mother,35,38,192,,39,39,-21,39,117,1st ($n_1$=38),10,Bud signal,229245.0
0,Position_4,18,S,1,219,436610.0,75284.0,MIA_KC_test_files,mother,32,52,181,,39,39,-23,53,117,1st ($n_1$=38),10,Bud signal,75284.0
0,Position_4,1,S,8,231,429121.0,283844.0,MIA_KC_test_files,mother,39,27,205,,27,27,-15,28,81,2+ ($n_2$=79),45,Bud signal,283844.0
0,Position_4,6,S,4,231,415902.0,73033.00000000001,MIA_KC_test_files,mother,41,25,213,,19,19,-13,26,57,2+ ($n_2$=79),76,Bud signal,73033.00000000001
0,Position_4,1,S,8,232,431366.00000000006,285496.0,MIA_KC_test_files,mother,39,27,205,,28,28,-15,28,84,2+ ($n_2$=79),36,Bud signal,285496.0
0,Position_4,6,S,4,232,293895.0,169867.0,MIA_KC_test_files,mother,41,25,213,,20,20,-13,26,60,2+ ($n_2$=79),75,Bud signal,169867.0
0,Position_4,6,S,4,233,264971.0,178835.00000000003,MIA_KC_test_files,mother,41,25,213,,21,21,-13,26,63,2+ ($n_2$=79),75,Bud signal,178835.00000000003
0,Position_4,6,S,4,234,262029.0,182127.0,MIA_KC_test_files,mother,41,25,213,,22,22,-13,26,66,2+ ($n_2$=79),74,Bud signal,182127.0
0,Position_4,6,S,4,235,280386.00000000006,176107.99999999997,MIA_KC_test_files,mother,41,25,213,,23,23,-13,26,69,2+ ($n_2$=79),71,Bud signal,176107.99999999997
0,Position_4,6,S,4,236,288264.0,190327.0,MIA_KC_test_files,mother,41,25,213,,24,24,-13,26,72,2+ ($n_2$=79),65,Bud signal,190327.0
0,Position_4,3,S,8,231,315434.0,279438.0,MIA_KC_test_files,mother,38,31,200,,32,32,0,32,96,2+ ($n_2$=79),18,Bud signal,279438.0
0,Position_5,1,S,3,15,401180.0,9235.0,MIA_KC_test_files,mother,3,28,12,,4,4,-5,29,12,2+ ($n_2$=79),79,Bud signal,9235.0
0,Position_4,6,S,4,219,437511.0,6416.000000000001,MIA_KC_test_files,mother,41,25,213,,7,7,-13,26,21,2+ ($n_2$=79),79,Bud signal,6416.000000000001
0,Position_4,1,S,8,219,633419.0,19504.0,MIA_KC_test_files,mother,39,27,205,,15,15,-15,28,45,2+ ($n_2$=79),78,Bud signal,19504.0
0,Position_4,20,S,1,208,252032.0,243556.0,MIA_KC_test_files,mother,31,32,178,,31,31,-21,33,93,1st ($n_1$=38),23,Bud signal,243556.0
0,Position_4,22,S,1,208,463639.0,27213.0,MIA_KC_test_files,mother,35,38,192,,17,17,-21,39,51,1st ($n_1$=38),38,Bud signal,27213.0
0,Position_4,1,S,8,209,439211.0,13804.0,MIA_KC_test_files,mother,39,27,205,,5,5,-15,28,15,2+ ($n_2$=79),79,Bud signal,13804.0
0,Position_4,3,S,8,209,499701.0,9335.0,MIA_KC_test_files,mother,38,31,200,,10,10,0,32,30,2+ ($n_2$=79),79,Bud signal,9335.0
0,Position_4,6,G1,4,209,282097.0,213721.0,MIA_KC_test_files,mother,29,13,199,,11,-3,-13,26,-9,2+ ($n_2$=79),76,Bud signal,0.0
0,Position_4,18,S,1,209,362494.00000000006,133763.0,MIA_KC_test_files,mother,32,52,181,,29,29,-23,53,87,1st ($n_1$=38),25,Bud signal,133763.0
0,Position_4,20,S,1,209,253700.0,243855.0,MIA_KC_test_files,mother,31,32,178,,32,32,-21,33,96,1st ($n_1$=38),19,Bud signal,243855.0
0,Position_4,22,S,1,209,440415.0,40815.99999999999,MIA_KC_test_files,mother,35,38,192,,18,18,-21,39,54,1st ($n_1$=38),38,Bud signal,40815.99999999999
0,Position_4,1,S,8,210,471172.0,13654.0,MIA_KC_test_files,mother,39,27,205,,6,6,-15,28,18,2+ ($n_2$=79),79,Bud signal,13654.0
0,Position_4,3,S,8,210,513956.0,12254.999999999998,MIA_KC_test_files,mother,38,31,200,,11,11,0,32,33,2+ ($n_2$=79),79,Bud signal,12254.999999999998
0,Position_4,6,G1,4,210,285695.0,221629.0,MIA_KC_test_files,mother,29,13,199,,12,-2,-13,26,-6,2+ ($n_2$=79),78,Bud signal,0.0
0,Position_4,18,S,1,210,533529.0,21244.0,MIA_KC_test_files,mother,32,52,181,,30,30,-23,53,90,1st ($n_1$=38),25,Bud signal,21244.0
0,Position_4,20,S,1,210,257498.0,241775.0,MIA_KC_test_files,mother,31,32,178,,33,33,-21,33,99,1st ($n_1$=38),16,Bud signal,241775.0
0,Position_4,22,S,1,210,432433.0,49913.0,MIA_KC_test_files,mother,35,38,192,,19,19,-21,39,57,1st ($n_1$=38),38,Bud signal,49913.0
0,Position_4,1,S,8,211,482812.0,18923.000000000004,MIA_KC_test_files,mother,39,27,205,,7,7,-15,28,21,2+ ($n_2$=79),79,Bud signal,18923.000000000004
0,Position_4,18,S,1,208,338350.00000000006,177730.0,MIA_KC_test_files,mother,32,52,181,,28,28,-23,53,84,1st ($n_1$=38),26,Bud signal,177730.0
0,Position_4,3,S,8,211,523865.0,15778.000000000002,MIA_KC_test_files,mother,38,31,200,,12,12,0,32,36,2+ ($n_2$=79),79,Bud signal,15778.000000000002
0,Position_4,6,G1,4,208,276660.0,219938.0,MIA_KC_test_files,mother,29,13,199,,10,-4,-13,26,-12,2+ ($n_2$=79),74,Bud signal,0.0
0,Position_4,1,S,8,208,423160.0,10528.0,MIA_KC_test_files,mother,39,27,205,,4,4,-15,28,12,2+ ($n_2$=79),79,Bud signal,10528.0
0,Position_4,18,S,1,205,488515.0,23740.0,MIA_KC_test_files,mother,32,52,181,,25,25,-23,53,75,1st ($n_1$=38),34,Bud signal,23740.0
0,Position_4,20,S,1,205,252715.0,236317.0,MIA_KC_test_files,mother,31,32,178,,28,28,-21,33,84,1st ($n_1$=38),26,Bud signal,236317.0
0,Position_4,22,S,1,205,439175.0,26251.0,MIA_KC_test_files,mother,35,38,192,,14,14,-21,39,42,1st ($n_1$=38),38,Bud signal,26251.0
0,Position_4,1,S,8,206,386204.0,4826.0,MIA_KC_test_files,mother,39,27,205,,2,2,-15,28,6,2+ ($n_2$=79),79,Bud signal,4826.0
0,Position_4,3,S,8,206,446978.0,8155.000000000001,MIA_KC_test_files,mother,38,31,200,,7,7,0,32,21,2+ ($n_2$=79),79,Bud signal,8155.000000000001
0,Position_4,6,G1,4,206,276648.0,218587.0,MIA_KC_test_files,mother,29,13,199,,8,-6,-13,26,-18,2+ ($n_2$=79),63,Bud signal,0.0
0,Position_4,18,S,1,206,456732.0,45881.0,MIA_KC_test_files,mother,32,52,181,,26,26,-23,53,78,1st ($n_1$=38),29,Bud signal,45881.0
0,Position_4,20,S,1,206,242867.0,233578.0,MIA_KC_test_files,mother,31,32,178,,29,29,-21,33,87,1st ($n_1$=38),25,Bud signal,233578.0
0,Position_4,22,S,1,206,434480.0,27754.000000000004,MIA_KC_test_files,mother,35,38,192,,15,15,-21,39,45,1st ($n_1$=38),38,Bud signal,27754.000000000004
0,Position_4,1,S,8,207,421705.0,7377.999999999998,MIA_KC_test_files,mother,39,27,205,,3,3,-15,28,9,2+ ($n_2$=79),79,Bud signal,7377.999999999998
0,Position_4,3,S,8,207,467810.0,9026.000000000002,MIA_KC_test_files,mother,38,31,200,,8,8,0,32,24,2+ ($n_2$=79),79,Bud signal,9026.000000000002
0,Position_4,6,G1,4,207,281785.0,219629.00000000003,MIA_KC_test_files,mother,29,13,199,,9,-5,-13,26,-15,2+ ($n_2$=79),72,Bud signal,0.0
0,Position_4,18,S,1,207,496429.0,28187.0,MIA_KC_test_files,mother,32,52,181,,27,27,-23,53,81,1st ($n_1$=38),28,Bud signal,28187.0
0,Position_4,20,S,1,207,251900.0,246638.0,MIA_KC_test_files,mother,31,32,178,,30,30,-21,33,90,1st ($n_1$=38),25,Bud signal,246638.0
0,Position_4,22,S,1,207,411799.0,36024.0,MIA_KC_test_files,mother,35,38,192,,16,16,-21,39,48,1st ($n_1$=38),38,Bud signal,36024.0
0,Position_4,3,S,8,208,483289.0,10304.999999999998,MIA_KC_test_files,mother,38,31,200,,9,9,0,32,27,2+ ($n_2$=79),79,Bud signal,10304.999999999998
0,Position_4,6,G1,4,211,298936.0,221407.0,MIA_KC_test_files,mother,29,13,199,,13,-1,-13,26,-3,2+ ($n_2$=79),78,Bud signal,0.0
0,Position_4,18,S,1,211,497398.0,28571.0,MIA_KC_test_files,mother,32,52,181,,31,31,-23,53,93,1st ($n_1$=38),23,Bud signal,28571.0
0,Position_4,22,S,1,211,444425.0,51006.0,MIA_KC_test_files,mother,35,38,192,,20,20,-21,39,60,1st ($n_1$=38),38,Bud signal,51006.0
0,Position_4,1,S,8,216,596431.0,19184.0,MIA_KC_test_files,mother,39,27,205,,12,12,-15,28,36,2+ ($n_2$=79),79,Bud signal,19184.0
0,Position_4,3,S,8,216,523477.0,30722.0,MIA_KC_test_files,mother,38,31,200,,17,17,0,32,51,2+ ($n_2$=79),77,Bud signal,30722.0
0,Position_4,6,S,4,216,385560.0,4838.0,MIA_KC_test_files,mother,41,25,213,,4,4,-13,26,12,2+ ($n_2$=79),79,Bud signal,4838.0
0,Position_4,18,S,1,216,517016.0,21636.000000000004,MIA_KC_test_files,mother,32,52,181,,36,36,-23,53,108,1st ($n_1$=38),12,Bud signal,21636.000000000004
0,Position_4,22,S,1,216,389731.00000000006,90448.0,MIA_KC_test_files,mother,35,38,192,,25,25,-21,39,75,1st ($n_1$=38),34,Bud signal,90448.0
0,Position_4,1,S,8,217,613528.0,20169.0,MIA_KC_test_files,mother,39,27,205,,13,13,-15,28,39,2+ ($n_2$=79),79,Bud signal,20169.0
0,Position_4,3,S,8,217,532778.0,29139.0,MIA_KC_test_files,mother,38,31,200,,18,18,0,32,54,2+ ($n_2$=79),76,Bud signal,29139.0
0,Position_4,6,S,4,217,403068.00000000006,5722.999999999999,MIA_KC_test_files,mother,41,25,213,,5,5,-13,26,15,2+ ($n_2$=79),79,Bud signal,5722.999999999999
0,Position_4,18,S,1,217,465502.0,49278.00000000001,MIA_KC_test_files,mother,32,52,181,,37,37,-23,53,111,1st ($n_1$=38),12,Bud signal,49278.00000000001
0,Position_4,22,S,1,217,389831.0,89854.00000000001,MIA_KC_test_files,mother,35,38,192,,26,26,-21,39,78,1st ($n_1$=38),29,Bud signal,89854.00000000001
0,Position_4,1,S,8,218,616634.0,20511.0,MIA_KC_test_files,mother,39,27,205,,14,14,-15,28,42,2+ ($n_2$=79),79,Bud signal,20511.0
0,Position_4,3,S,8,218,530218.0,25363.0,MIA_KC_test_files,mother,38,31,200,,19,19,0,32,57,2+ ($n_2$=79),76,Bud signal,25363.0
0,Position_4,6,S,4,218,423847.0,8184.0,MIA_KC_test_files,mother,41,25,213,,6,6,-13,26,18,2+ ($n_2$=79),79,Bud signal,8184.0
0,Position_4,18,S,1,218,355859.0,153110.0,MIA_KC_test_files,mother,32,52,181,,38,38,-23,53,114,1st ($n_1$=38),10,Bud signal,153110.0
0,Position_4,22,S,1,218,395680.0,87370.99999999999,MIA_KC_test_files,mother,35,38,192,,27,27,-21,39,81,1st ($n_1$=38),28,Bud signal,87370.99999999999
0,Position_4,22,S,1,215,388633.0,95134.0,MIA_KC_test_files,mother,35,38,192,,24,24,-21,39,72,1st ($n_1$=38),36,Bud signal,95134.0
0,Position_4,18,S,1,215,496346.00000000006,35497.99999999999,MIA_KC_test_files,mother,32,52,181,,35,35,-23,53,105,1st ($n_1$=38),14,Bud signal,35497.99999999999
